Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,F,Q,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,SQ,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,19Q,20Q,SMQ,M/F5Q,Total,Nett
24,PALMA CARGO,3864,CRO,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,1.0,3.0,1.0,(7.0),(49.0),3.0,3.0,4.0,2.0,,5.0,32.0,40.0,(42.0),10.0,31.0,28.0,35.0,21.0,(49.0),15.0,-,-,381.0,234.0
24,DAAN BAUTE,1001,BEL,22.0,22.0,21.0,30.0,13.0,12.0,24.0,13.0,15.0,-,-,12.0,14.0,14.0,-,-,-,-,-,15.0,21.0,25.0,24.0,15.0,17.0,19.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,356.0,277.0
25,HELENE NOESMOEN,1861,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,13.0,11.0,15.0,(21.0),1.0,15.0,(26.0),6.0,8.0,,7.0,17.0,23.0,(36.0),19.0,(43.0),24.0,18.0,32.0,5.0,21.0,-,-,361.0,235.0
25,"ROBERT DICKSON, SEAN WADDILOVE",4168,IRL,10.0,21.0,4.0,5.0,15.0,7.0,24.0,14.0,27.0,-,-,23.0,18.0,24.0,13.0,17.0,12.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236.0,209.0
25,SOFIA TOMASONI,4530,ITA,15.0,9.0,10.0,11.0,8.0,13.0,13.0,9.0,13.0,-,-,11.0,11.0,-,-,-,-,-,-,22.0,19.0,16.0,25.0,24.0,23.0,26.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304.0,237.0
25,ETHAN WESTERA,1363,ARU,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(29.0),9.0,7.0,9.0,8.0,16.0,(33.0),18.0,5.0,-,(35.0),26.0,33.0,20.0,16.0,13.0,(41.0),27.0,18.0,26.0,-,,-,389.0,251.0
25,"MATISSE PACAUD, LUCIE GENNES",3311,FRA,24.0,4.0,1.0,20.0,17.0,19.0,25.0,7.0,12.0,-,-,28.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180.0,152.0
25,LUCIA FALASCA,2914,ARG,18.0,13.0,13.0,11.0,34.0,35.0,36.0,5.0,21.0,-,-,23.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225.0,189.0
25,"WANG YINGQIAN, XIAOYA SU",5086,CHN,9.0,23.0,14.0,14.0,7.0,5.0,6.0,16.0,17.0,-,-,21.0,20.0,16.0,22.0,19.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231.0,208.0
25,JOHAN LUNDGAARD SCHUBERT,2260,DEN,7.0,11.0,18.0,21.0,13.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(27.0),8.0,18.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,151.0,124.0
25,MARTYNA DAKOWICZ,3256,CAN,27.0,27.0,27.0,27.0,23.0,24.0,24.0,27.0,18.0,-,-,24.0,23.0,-,-,-,-,-,-,24.0,20.0,22.0,19.0,23.0,22.0,22.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,450.0,369.0
25,ANIL GARNIER,284,FRA,11.0,19.0,12.0,14.0,18.0,14.0,12.0,12.0,12.0,-,-,30.0,16.0,20.0,-,-,-,-,-,22.0,22.0,24.0,27.0,17.0,26.0,18.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,360.0,277.0
25,DEURY CORNIEL,1106,DOM,13.0,9.0,9.0,4.0,5.0,4.0,19.0,12.0,30.0,-,-,9.0,6.0,4.0,-,-,-,-,-,22.0,22.0,20.0,25.0,21.0,26.0,24.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,306.0,225.0
25,MARCELO CAIRO,3077,ESP,24.0,25.0,23.0,23.0,23.0,26.0,26.0,22.0,30.0,-,-,30.0,30.0,30.0,-,-,-,-,-,20.0,30.0,26.0,20.0,19.0,29.0,15.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,489.0,399.0
26,YUNXIU LU,5245,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(29.0),23.0,(41.0),3.0,9.0,23.0,23.0,19.0,18.0,,7.0,24.0,15.0,8.0,(38.0),(35.0),29.0,19.0,33.0,15.0,23.0,-,-,434.0,291.0
26,JINGYE HUANG,2222,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,19.0,15.0,(41.0),19.0,13.0,14.0,13.0,18.0,(21.0),-,(36.0),(44.0),1.0,7.0,24.0,33.0,21.0,34.0,19.0,8.0,-,,-,400.0,258.0
26,VISHNU SARAVANAN,5056,IND,15.0,19.0,7.0,2.0,6.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,(49.0),28.0,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,174.0,125.0
26,JACOBO ESPI VANO,2060,ESP,15.0,21.0,14.0,21.0,14.0,15.0,14.0,17.0,16.0,-,-,11.0,15.0,14.0,-,-,-,-,-,19.0,19.0,27.0,15.0,22.0,22.0,21.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,349.0,279.0
26,CHITRESH TATHA,856,IND,27.0,25.0,25.0,24.0,24.0,25.0,27.0,26.0,30.0,-,-,22.0,25.0,27.0,-,-,-,-,-,22.0,24.0,18.0,25.0,21.0,24.0,21.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,485.0,401.0
26,MAGDALENA WOYCIECHOWSKA,3000,POL,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,-,-,27.0,27.0,-,-,-,-,-,-,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,513.0,432.0
26,"STUART MCNAY, LARA DALLMAN-WEISS",4631,USA,17.0,5.0,2.0,1.0,12.0,13.0,26.0,25.0,28.0,-,-,(32.0),26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187.0,155.0
26,"PARIS HENKEN, ANNA TOBIAS",3880,USA,5.0,13.0,19.0,21.0,17.0,15.0,5.0,6.0,5.0,-,-,6.0,1.0,2.0,3.0,2.0,7.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128.0,107.0
26,SARAH DOUGLAS,4346,CAN,11.0,15.0,5.0,5.0,27.0,29.0,27.0,29.0,12.0,-,-,33.0,51.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244.0,193.0
26,"UBERTO CRIVELLI VISCONTI, GIULIO CALABRO",4930,ITA,9.0,23.0,10.0,16.0,8.0,10.0,18.0,22.0,9.0,-,-,9.0,3.0,32.0,2.0,3.0,6.0,9.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198.0,166.0
27,"RONJA GRONBLOM, VEERA HOKKA",4216,FIN,11.0,10.0,9.0,6.0,23.0,9.0,23.0,10.0,4.0,-,-,12.0,6.0,1.0,1.0,1.0,4.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.0,110.0
27,PERNELLE MICHON,3962,FRA,7.0,4.0,28.0,32.0,24.0,38.0,13.0,35.0,30.0,-,-,10.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238.0,200.0
27,TAKUMI IWAKI,4668,JPN,28.0,30.0,26.0,25.0,25.0,30.0,30.0,30.0,22.0,-,-,25.0,27.0,28.0,-,-,-,-,-,25.0,25.0,21.0,28.0,24.0,28.0,22.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,524.0,434.0
27,GIORGIA SPECIALE,1674,ITA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,19.0,19.0,9.0,15.0,(25.0),20.0,11.0,(25.0),20.0,,19.0,13.0,29.0,25.0,9.0,24.0,(43.0),(48.0),30.0,17.0,13.0,-,-,433.0,292.0
27,SCOTT WHITEHEAD,4397,AUS,13.0,15.0,18.0,30.0,30.0,18.0,16.0,16.0,13.0,-,-,12.0,13.0,13.0,-,-,-,-,-,12.0,25.0,20.0,26.0,20.0,21.0,23.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,366.0,280.0
27,"WEN ZAIDING, LIU TIAN",5107,CHN,21.0,8.0,15.0,7.0,10.0,19.0,11.0,21.0,23.0,-,-,3.0,8.0,18.0,(47.0),1.0,2.0,1.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229.0,182.0
27,LORENZO BRANDO CHIAVARINI,2872,ITA,5.0,20.0,19.0,16.0,4.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,23.0,(38.0),31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,178.0,140.0
27,YOAV OMER,5226,ISR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(19.0),7.0,7.0,11.0,(27.0),19.0,15.0,17.0,17.0,-,32.0,17.0,16.0,31.0,13.0,(37.0),21.0,(37.0),20.0,16.0,-,,-,379.0,259.0
27,"HENRIQUE HADDAD, ISABEL SWAN",1877,BRA,17.0,12.0,14.0,4.0,10.0,15.0,15.0,26.0,20.0,-,-,24.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185.0,157.0
28,"MANON PENNANEAC'H, PIERRE WILLIOT",3055,FRA,21.0,8.0,9.0,5.0,14.0,25.0,31.0,20.0,25.0,-,-,23.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205.0,174.0
28,"DANIEL NYBORG, NIKOLAJ HOFFMANN BUHL",1027,DEN,26.0,7.0,17.0,9.0,12.0,14.0,33.0,6.0,21.0,-,-,16.0,7.0,1.0,13.0,22.0,4.0,8.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217.0,184.0
28,ANJA VON ALLMEN,286,SUI,9.0,10.0,14.0,16.0,9.0,40.0,26.0,30.0,37.0,-,-,9.0,42.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,242.0,200.0
28,SEBASTIAN KOERDEL,4409,GER,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,21.0,1.0,1.0,1.0,12.0,10.0,(29.0),(32.0),5.0,-,25.0,37.0,43.0,36.0,(47.0),19.0,9.0,20.0,(53.0),21.0,-,,-,422.0,261.0
28,"PIA DAHL ANDERSEN, NORA EDLAND",4012,NOR,18.0,4.0,6.0,12.0,14.0,25.0,19.0,18.0,2.0,-,-,14.0,5.0,3.0,4.0,5.0,1.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154.0,129.0
28,SVEN VAN DE KAMP,4649,NED,13.0,11.0,10.0,15.0,10.0,13.0,14.0,30.0,25.0,-,-,16.0,19.0,16.0,-,-,-,-,-,31.0,24.0,8.0,20.0,21.0,24.0,31.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,382.0,290.0
28,XIALING TAN,5182,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,15.0,5.0,11.0,(43.0),7.0,14.0,(29.0),9.0,13.0,,21.0,30.0,11.0,34.0,(45.0),10.0,31.0,23.0,26.0,(43.0),33.0,-,-,453.0,293.0
28,GIORGIO CAIOZZI,1675,CHI,30.0,26.0,26.0,26.0,26.0,28.0,27.0,25.0,25.0,-,-,27.0,26.0,30.0,-,-,-,-,-,27.0,28.0,23.0,32.0,23.0,26.0,24.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,531.0,439.0
28,YIGIT YALCIN CITAK,5223,TUR,5.0,17.0,7.0,11.0,20.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,(42.0),22.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,188.0,146.0
29,ELI LIEFTING,1242,NZL,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(23.0),15.0,(19.0),19.0,17.0,8.0,11.0,11.0,12.0,-,6.0,22.0,9.0,(42.0),11.0,19.0,41.0,41.0,(42.0),27.0,-,,-,395.0,269.0
29,UFFE TOMASGAARD,4934,NOR,14.0,14.0,10.0,27.0,32.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,25.0,11.0,(34.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,191.0,157.0
29,MINH CLAEYS,3505,BEL,28.0,27.0,27.0,30.0,24.0,24.0,30.0,30.0,30.0,-,-,30.0,28.0,27.0,-,-,-,-,-,26.0,27.0,24.0,26.0,26.0,25.0,23.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,540.0,450.0
29,"THEO REVIL, YANN JAUVIN",4739,FRA,3.0,(37.0),24.0,6.0,4.0,27.0,20.0,11.0,31.0,-,-,11.0,15.0,11.0,6.0,7.0,9.0,6.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230.0,193.0
29,DOLORES MOREIRA FRASCHINI,1156,URU,24.0,36.0,25.0,22.0,5.0,11.0,37.0,15.0,10.0,-,-,20.0,34.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,239.0,202.0
29,GASPAR PETIT,1613,FRA,16.0,17.0,17.0,16.0,30.0,16.0,23.0,30.0,14.0,-,-,16.0,19.0,12.0,-,-,-,-,-,20.0,23.0,23.0,25.0,26.0,25.0,24.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,408.0,322.0
29,"ELENA BERTA, BRUNO FESTO",1232,ITA,9.0,10.0,5.0,7.0,(32.0),22.0,30.0,31.0,21.0,-,-,18.0,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214.0,182.0
29,"OLIVIA PRICE, EVIE HASELDINE",3813,AUS,4.0,11.0,18.0,19.0,13.0,17.0,1.0,20.0,1.0,-,-,16.0,9.0,18.0,2.0,3.0,2.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156.0,136.0
29,NOCETI KLEPACKA ZOFIA,3747,POL,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(27.0),(23.0),7.0,1.0,15.0,12.0,17.0,14.0,8.0,,17.0,28.0,(48.0),14.0,37.0,14.0,16.0,29.0,27.0,(49.0),43.0,-,-,446.0,299.0
30,GEORGE MANEV,1635,BUL,30.0,27.0,25.0,26.0,26.0,26.0,30.0,27.0,30.0,-,-,30.0,27.0,26.0,-,-,-,-,-,28.0,26.0,32.0,32.0,27.0,30.0,26.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,561.0,467.0
30,ZOE THOMSON,5286,AUS,16.0,11.0,17.0,25.0,21.0,28.0,28.0,26.0,27.0,-,-,16.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230.0,202.0
30,HECTOR PATURAU,1841,AUS,8.0,19.0,8.0,12.0,12.0,20.0,22.0,4.0,30.0,-,-,30.0,30.0,30.0,-,-,-,-,-,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,473.0,381.0
30,THOMAS GOYARD,4768,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(41.0),9.0,9.0,15.0,(34.0),15.0,2.0,8.0,16.0,-,51.0,33.0,42.0,6.0,(60.0),7.0,41.0,6.0,10.0,(60.0),-,,-,465.0,270.0
30,KATERINA SVIKOVA,2503,CZE,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,17.0,(37.0),7.0,5.0,31.0,(48.0),18.0,11.0,14.0,,15.0,27.0,14.0,5.0,35.0,17.0,(44.0),27.0,31.0,27.0,(47.0),-,-,477.0,301.0
30,"FABIAN RIEGER, TOM HEINRICH",1392,GER,18.0,11.0,15.0,19.0,25.0,22.0,10.0,16.0,11.0,-,-,26.0,4.0,8.0,5.0,8.0,1.0,16.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,232.0,206.0
30,EMIL BENGTSON,1277,SWE,13.0,17.0,9.0,1.0,9.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,28.0,43.0,(46.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,207.0,161.0
30,"ALEXANDRA TEN HOVE, MARIAH MILLEN",133,CAN,6.0,13.0,11.0,16.0,22.0,8.0,17.0,20.0,7.0,-,-,3.0,4.0,5.0,5.0,6.0,10.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164.0,142.0
30,"WENJU DONG, JINGSA WANG",5109,CHN,22.0,3.0,18.0,6.0,16.0,31.0,19.0,24.0,23.0,-,-,27.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220.0,189.0
31,MARIA BELEN BAZO,3111,PER,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,7.0,9.0,25.0,17.0,19.0,(48.0),13.0,(48.0),28.0,,13.0,20.0,(38.0),28.0,36.0,21.0,13.0,12.0,(48.0),31.0,19.0,-,-,493.0,311.0
31,PHILIPPE ETTORE,4002,FRA,29.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,-,-,23.0,26.0,30.0,-,-,-,-,-,24.0,29.0,25.0,27.0,25.0,27.0,25.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,560.0,469.0
31,NICHOLAS HALLIDAY,3647,HKG,17.0,13.0,10.0,19.0,10.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,(44.0),35.0,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,207.0,163.0
31,"MISAKI TANAKA, SERA NAGAMATSU",3516,JPN,7.0,14.0,8.0,24.0,5.0,14.0,(27.0),13.0,3.0,-,-,2.0,13.0,7.0,12.0,8.0,6.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179.0,152.0
31,"QIAN FU, CHUANLIANG WEI",4079,CHN,8.0,18.0,(14.3),12.0,19.0,20.0,24.0,29.0,19.0,-,-,29.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219.3,190.3
31,MATEUS ISAAC,3273,BRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,11.0,9.0,17.0,13.0,9.0,17.0,11.0,(39.0),(36.0),-,24.0,25.0,31.0,(43.0),32.0,7.0,11.0,18.0,(43.0),35.0,-,,-,431.0,270.0
31,JULIA BUSSELBERG,2383,GER,1.0,20.0,4.0,7.0,6.0,49.0,30.0,28.0,49.0,-,-,43.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,259.0,210.0
31,"SEAFRA GUILFOYLE, JOHNNY DURCAN",4399,IRL,2.0,14.0,14.0,8.0,20.0,21.0,2.0,25.0,33.0,-,-,24.0,1.0,2.0,(47.0),9.0,7.0,20.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,262.0,215.0
32,DOMINIQUE STATER,1164,USA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,19.0,21.0,13.0,15.0,17.0,13.0,16.0,(48.0),(48.0),,14.0,26.0,20.0,12.0,23.0,26.0,(39.0),28.0,(48.0),29.0,23.0,-,-,498.0,315.0
32,"MATHILDE LOVADINA, AUDE COMPAN",3295,FRA,22.0,18.0,7.0,5.0,20.0,1.0,14.0,24.0,11.0,-,-,4.0,11.0,6.0,6.0,7.0,18.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182.0,158.0
32,"ALBERT TORRES, ELIAS ARETZ",75,ESP,17.0,12.0,13.0,(23.0),16.0,20.0,24.0,21.0,17.0,-,-,1.0,23.0,19.0,4.0,2.0,8.0,3.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244.0,220.0
32,"HANNAH BRISTOW, JAMES TAYLOR",1791,GBR,15.0,13.0,18.0,17.0,13.0,2.0,11.0,2.0,2.0,-,-,2.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.0,79.0
32,MATTHEW BARTON,3327,GBR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,5.0,11.0,5.0,3.0,15.0,(48.0),(24.0),20.0,19.0,-,(46.0),19.0,(38.0),33.0,36.0,23.0,19.0,16.0,16.0,38.0,-,,-,434.0,278.0
32,KAARLE TAPPER,2443,FIN,10.0,8.0,19.0,14.0,8.0,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,17.0,34.0,24.0,(40.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,203.0,163.0
32,DAISY COLLINGRIDGE,1009,GBR,41.0,15.0,5.0,3.0,15.0,14.0,47.0,41.0,15.0,-,-,39.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,262.0,215.0
33,ALICE READ,153,GBR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(33.0),17.0,27.0,(31.0),13.0,8.0,21.0,12.0,11.0,,13.0,25.0,27.0,26.0,28.0,12.0,(36.0),(36.0),24.0,27.0,27.0,-,-,454.0,318.0
33,LEONIDAS TSORTANIDIS,2760,GRE,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,13.0,9.0,(21.0),13.0,(25.0),13.0,19.0,13.0,12.0,-,34.0,20.0,20.0,22.0,34.0,9.0,17.0,(35.0),33.0,(40.0),-,,-,402.0,281.0
33,KHAIRULNIZAM MOHD AFENDY,2555,MAS,4.0,15.0,28.0,20.0,1.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,(48.0),31.0,41.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,213.0,165.0
33,LUCIANA CARDOZO,2917,ARG,14.0,13.0,23.0,39.0,13.0,45.0,43.0,11.0,9.0,-,-,36.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264.0,219.0
33,"MING XU, YAHAN TU",3504,CHN,7.0,19.0,12.0,25.0,17.0,12.0,8.0,7.0,7.0,-,-,4.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121.0,96.0
33,"SARAH STEYAERT, CHARLINE PICON",4356,FRA,8.0,14.0,16.0,14.0,5.0,15.0,18.0,3.0,10.0,-,-,(27.0),3.0,12.0,(27.0),9.0,14.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200.0,173.0
33,"ADAM GLOGOWSKI, MACIEJ KRUSIEC",13,POL,14.0,18.0,11.0,14.0,23.0,18.0,12.0,15.0,26.0,-,-,13.0,38.0,23.0,10.0,4.0,15.0,5.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,271.0,233.0
34,SAMUEL OLIVER SILLS,4309,GBR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,7.0,13.0,(17.0),1.0,(18.0),10.0,7.0,6.0,16.0,-,44.0,16.0,28.0,(57.0),(60.0),31.0,41.0,39.0,25.0,3.0,-,,-,439.0,287.0
34,"MALO KENNISH, ANATOLE MARTIN",3037,FRA,26.0,24.0,21.0,23.0,2.0,12.0,25.0,8.0,19.0,-,-,15.0,14.0,21.0,(47.0),19.0,16.0,7.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,307.0,260.0
34,"BENEDETTA SALLE, ALESSIO BELLICO",499,ITA,20.0,8.0,17.0,19.0,22.0,10.0,6.0,8.0,8.0,-,-,3.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127.0,105.0
34,"REBEKKA JOHANNESEN, SILJE CERUP-SIMONSEN",4115,DEN,14.0,24.0,22.0,15.0,16.0,21.0,15.0,18.0,8.0,-,-,9.0,10.0,10.0,7.0,13.0,9.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220.0,196.0
34,WILLIAM DE SMET,5141,BEL,29.0,16.0,3.0,2.0,(31.0),27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,15.0,21.0,30.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,204.0,173.0
34,ANA MONCADA SANCHEZ,193,ESP,8.0,29.0,26.0,17.0,9.0,30.0,31.0,22.0,26.0,-,-,(52.0),23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273.0,221.0
34,XIANTING HUANG,5184,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,21.0,(35.0),29.0,19.0,11.0,(48.0),19.0,10.0,15.0,,24.0,(40.0),37.0,24.0,21.0,8.0,20.0,22.0,19.0,35.0,(39.0),-,-,496.0,334.0
35,"LAURA PUKROPSKI, THORBEN SCHLUTER",2705,GER,15.0,23.0,21.0,20.0,27.0,14.0,1.0,4.0,3.0,-,-,6.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135.0,108.0
35,"OSKARI MUHONEN, EDVARD BREMER",3840,FIN,13.0,19.0,18.0,17.0,19.0,12.0,32.0,13.0,23.0,-,-,18.0,27.0,13.0,11.0,21.0,19.0,14.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,293.0,261.0
35,"MANON PEYRE CLARA-SOFIA, STAMMINGER DE MOURA",3056,FRA,13.0,17.0,13.0,19.0,11.0,7.0,20.0,14.0,14.0,-,-,18.0,20.0,9.0,8.0,10.0,13.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218.0,198.0
