Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,19Q,20Q,MRQ,Total,Nett
30,MARION COUTURIER,3172,,15.0,(49.0),(49.0),9.0,25.0,13.0,7.0,11.0,16.0,15.0,34.0,34.0,29.0,18.0,22.0,19.0,23.0,(49.0),39.0,27.0,-,503,317
30,"NICK ROBINS, DANIEL BUDDEN",3651,,14.0,4.0,12.0,12.0,8.0,22.0,10.0,(26.0),19.0,9.0,7.0,7.0,16.0,4.0,10.0,1.0,-,-,-,-,-,181.0,155.0
30,"CARLOTTA OMARI, SVEVA CARRARO",753,,16.0,18.0,7.0,(36.0),20.0,23.0,17.0,17.0,4.0,7.0,4.0,10.0,22.0,10.0,-,-,-,-,-,-,-,211.0,175.0
30,"ISET SEGURA, MARCOS FERNANDEZ FUERTES",2022,,27.0,33.0,24.0,27.0,30.0,24.0,28.0,31.0,26.0,(34.0),28.0,25.0,26.0,22.0,-,-,-,-,-,-,-,385.0,351.0
30,"VINK, JOOST",5053,NED,13.0,(19.0),17.0,5.0,16.0,11.0,(21.0),12.0,29.0,(48.0),26.0,26.0,30.0,34.0,27.0,(36.0),21.0,21.0,13.0,13.0,-,438,314
31,"LUKAS HABERL, TANJA FRANK",2945,,3.0,8.0,13.0,(34.0),34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,-,-,-,-,-,-,-,398.0,364.0
31,"SOFIA GIUNCHIGLIA, GIULIA SCHIO",4526,ITA,19.0,20.0,27.0,16.0,15.0,12.0,12.0,(32.0),18.0,6.0,11.0,11.0,5.0,4.0,-,-,-,-,-,-,-,208.0,176.0
31,"ANDRES BARRIO, ANTONIO TORRADO MARTINEZ",249,,11.0,15.0,6.0,10.0,9.0,4.0,14.0,15.0,3.0,5.0,(22.0),12.0,3.0,10.0,22.0,21.0,-,-,-,-,-,182.0,160.0
31,KATERINA SVIKOVA,2503,CZE,15.0,19.0,7.0,33.0,16.0,31.0,17.0,20.0,41.0,14.0,23.0,23.0,22.0,39.0,17.0,37.0,21.0,11.0,27.0,29.0,-,462,318
31,"KAMIL, MANOWIECKI",2461,POL,9.0,9.0,15.0,5.0,6.0,23.0,(25.0),(34.0),20.0,53.0,(63.0),(63.0),34.0,37.0,15.0,33.0,13.0,15.0,23.0,13.0,-,508,323
32,"ZOE ROOSEN, NICOLAS TOSI",5285,,30.0,31.0,32.0,29.0,31.0,31.0,30.0,32.0,29.0,27.0,30.0,31.0,(34.0),34.0,-,-,-,-,-,-,-,431.0,397.0
32,"OLIVIA PRICE, EVIE HASELDINE",3813,AUS,21.0,14.0,17.0,10.0,(30.0),22.0,6.0,17.0,8.0,25.0,7.0,2.0,14.0,14.0,-,-,-,-,-,-,-,207.0,177.0
32,BARBORA SVIKOVA,449,CZE,15.0,15.0,35.0,11.0,13.0,12.0,27.0,22.0,42.0,19.0,29.0,29.0,16.0,30.0,31.0,41.0,43.0,17.0,15.0,17.0,-,479,332
32,"LEO TAKAHASHI, TIM MORISHIMA",2753,,(21.0),2.0,2.0,6.0,14.0,16.0,13.0,17.0,13.0,8.0,10.0,8.0,19.0,12.0,8.0,13.0,-,-,-,-,-,182.0,161.0
32,"COLOMBO , ELIA",935,SUI,3.0,1.0,(41.0),9.0,21.0,23.0,14.0,(27.0),37.0,50.0,14.0,14.0,56.0,(78.0),(78.0),10.0,27.0,23.0,19.0,5.0,-,550,326
33,"SEAFRA GUILFOYLE, JOHNNY DURCAN",4399,IRL,1.0,14.0,11.0,18.0,18.0,17.0,18.0,12.0,5.0,2.0,16.0,13.0,14.0,(19.0),3.0,3.0,-,-,-,-,-,184.0,165.0
33,"ALICIA FRAS, ELENA BARRIO GARCIA",158,,23.0,27.0,6.0,6.0,22.0,10.0,17.0,6.0,6.0,17.0,21.0,6.0,(28.0),22.0,-,-,-,-,-,-,-,217.0,189.0
33,"ESTELA JENTSCH STEIMER, PAUL OPOLONY",1356,,(34.0),32.0,34.0,34.0,34.0,34.0,29.0,30.0,25.0,34.0,34.0,34.0,34.0,34.0,-,-,-,-,-,-,-,456.0,422.0
33,NAAMA GAZIT,3587,,19.0,19.0,11.0,13.0,11.0,14.0,22.0,18.0,39.0,30.0,36.0,36.0,39.0,14.0,20.0,27.0,13.0,23.0,17.0,35.0,-,456,337
33,"WESTERA, ETHAN",5117,ARU,(25.0),11.0,13.0,17.0,14.0,7.0,8.0,(78.0),11.0,10.0,(56.0),(56.0),11.0,50.0,18.0,30.0,41.0,7.0,41.0,41.0,-,545,330
34,"MCMILLAN, WILL",3403,AUS,41.0,11.0,17.0,23.0,(43.0),(73.0),20.0,8.0,43.0,37.0,29.0,29.0,(67.0),(65.0),2.0,16.0,27.0,7.0,3.0,19.0,-,580,332
34,"SAMUEL BACON, HENRY GAUTREY",4303,,16.0,7.0,14.0,13.0,17.0,20.0,7.0,(32.0),21.0,17.0,5.0,9.0,5.0,5.0,19.0,25.0,-,-,-,-,-,232.0,200.0
34,MARION MORTEFON,3174,,1.0,7.0,43.0,11.0,21.0,14.0,(49.0),22.0,37.0,38.0,39.0,39.0,21.0,33.0,26.0,32.0,1.0,29.0,45.0,13.0,-,521,345
34,"ALICE MOSS, EBBA BERNTSSON",151,,11.0,10.0,12.0,11.0,28.0,15.0,11.0,18.0,25.0,10.0,9.0,20.0,(32.0),9.0,-,-,-,-,-,-,-,221.0,189.0
35,"TOMAS, VIEITO COBIAN",4885,ESP,9.0,7.0,5.0,(41.0),40.0,(51.0),10.0,28.0,50.0,(78.0),34.0,34.0,42.0,(78.0),24.0,23.0,9.0,11.0,9.0,3.0,-,586,338
35,"ANNA YAMAZAKI, SENA TAKANO",306,,19.0,15.0,17.0,22.0,14.0,19.0,22.0,8.0,13.0,5.0,6.0,(26.0),9.0,23.0,-,-,-,-,-,-,-,218.0,192.0
35,"MASSIMO CONTESSI, LUCA CONTESSI",3262,,20.0,(24.0),12.0,18.0,20.0,18.0,11.0,9.0,18.0,15.0,3.0,23.0,2.0,11.0,9.0,14.0,-,-,-,-,-,227.0,203.0
35,MINA MOBEKK,3502,NOR,17.0,(49.0),21.0,5.0,10.0,20.0,23.0,13.0,40.0,34.0,27.0,27.0,19.0,28.0,10.0,24.0,33.0,29.0,33.0,31.0,-,493,347
36,"KIMBERLY LIM, CECILIA LOW",2573,SGP,4.0,10.0,(25.0),14.0,21.0,17.0,20.0,16.0,22.0,16.0,8.0,22.0,17.0,6.0,-,-,-,-,-,-,-,218.0,193.0
36,HELLE OPPEDAL,1862,,31.0,(49.0),23.0,3.0,17.0,13.0,18.0,10.0,32.0,44.0,20.0,20.0,32.0,10.0,39.0,30.0,29.0,31.0,25.0,35.0,-,511,348
36,"JOAKIM SALSKO, V-IVERSEN, NIKOLAJ HOFFMANN BUHL",2233,,8.0,9.0,4.0,17.0,(32.0),15.0,22.0,14.0,29.0,13.0,15.0,14.0,23.0,7.0,16.0,4.0,-,-,-,-,-,242.0,210.0
36,"CANGEMI , ANTONINO",716,ITA,7.0,7.0,19.0,3.0,(27.0),20.0,15.0,(78.0),33.0,39.0,30.0,30.0,12.0,24.0,(56.0),(78.0),17.0,35.0,29.0,23.0,-,582,343
37,"FUNNEMARK, ENDRE",1579,NOR,25.0,5.0,(27.0),23.0,(29.0),8.0,4.0,21.0,24.0,(78.0),(73.0),73.0,33.0,13.0,4.0,8.0,17.0,17.0,27.0,41.0,-,550,343
37,AMBAR PAPAZIAN,182,FRA,21.0,3.0,7.0,19.0,20.0,24.0,24.0,26.0,13.0,41.0,28.0,28.0,47.0,42.0,28.0,47.0,19.0,25.0,19.0,19.0,-,500,356
37,"THEO REVIL, TIMOTHEE DEPERY",4738,,13.0,25.0,25.0,21.0,10.0,2.0,16.0,32.0,23.0,7.0,4.0,5.0,7.0,9.0,(33.0),12.0,-,-,-,-,-,244.0,211.0
37,"WILLEMIJN OFFERMAN, EMMA SIEWERS",5138,,13.0,20.0,8.0,2.0,12.0,24.0,19.0,19.0,5.0,18.0,31.0,3.0,24.0,(32.0),-,-,-,-,-,-,-,230.0,198.0
38,"GOYARD, THOMAS",1710,FRA,3.0,3.0,9.0,(41.0),20.0,15.0,9.0,(78.0),7.0,14.0,35.0,35.0,(78.0),(78.0),9.0,21.0,41.0,41.0,41.0,41.0,-,619,344
38,ZOFIA NOCETI KLEPACKA,5290,,7.0,13.0,13.0,(49.0),22.0,26.0,18.0,24.0,17.0,42.0,42.0,42.0,14.0,22.0,(49.0),15.0,17.0,33.0,29.0,31.0,-,525,359
38,"MARLA BERGMANN, HANNA WILLE",3199,GER,20.0,6.0,23.0,(36.0),36.0,36.0,15.0,7.0,26.0,3.0,5.0,24.0,2.0,2.0,-,-,-,-,-,-,-,241.0,205.0
38,"AKIRA SAKAI, RUSSELL AYLSWORTH",61,,12.0,2.0,7.0,15.0,19.0,12.0,23.0,6.0,12.0,25.0,26.0,21.0,18.0,8.0,11.0,(32.0),-,-,-,-,-,249.0,217.0
39,"HANNAH BRISTOW, ANNA CARPENTER",1790,,(27.0),9.0,26.0,9.0,10.0,6.0,23.0,26.0,23.0,11.0,12.0,5.0,23.0,26.0,-,-,-,-,-,-,-,236.0,209.0
39,"TOMASI, ALESSANDRO JOSE",4890,ITA,9.0,(23.0),(29.0),9.0,21.0,11.0,2.0,17.0,(56.0),54.0,21.0,21.0,32.0,39.0,26.0,(63.0),11.0,41.0,21.0,13.0,-,519,348
39,"SHINGEN FURUYA, TAKAYANAGI AKIRA",4462,,11.0,29.0,28.0,9.0,32.0,32.0,4.0,16.0,11.0,6.0,8.0,(35.0),25.0,17.0,4.0,2.0,-,-,-,-,-,269.0,234.0
39,KATERINA ALTMANNOVA,2502,CZE,13.0,21.0,17.0,(49.0),13.0,21.0,17.0,19.0,22.0,18.0,37.0,37.0,48.0,21.0,18.0,36.0,31.0,23.0,41.0,27.0,-,529,370
40,"MISAKI TANAKA, SERA NAGAMATSU",3516,JPN,18.0,7.0,28.0,7.0,21.0,22.0,8.0,24.0,21.0,(33.0),18.0,14.0,25.0,7.0,-,-,-,-,-,-,-,253.0,220.0
40,"THOMAS CUNICH, MILES DAVEY",4761,,10.0,13.0,13.0,15.0,16.0,16.0,12.0,26.0,12.0,(35.0),24.0,35.0,9.0,6.0,12.0,20.0,-,-,-,-,-,274.0,239.0
40,"SCHARER, SEBASTIAN",4375,SUI,13.0,21.0,(29.0),11.0,23.0,6.0,(27.0),5.0,28.0,30.0,23.0,23.0,(57.0),22.0,32.0,38.0,21.0,(41.0),27.0,27.0,-,504,350
40,KRISTYNA PINOSOVA,2634,CZE,11.0,9.0,9.0,5.0,23.0,23.0,33.0,21.0,38.0,(49.0),(49.0),49.0,37.0,49.0,25.0,35.0,39.0,19.0,3.0,1.0,-,527,373
41,"ISAAC, MATEUS",2007,BRA,5.0,3.0,5.0,3.0,(42.0),39.0,18.0,(78.0),18.0,11.0,37.0,37.0,66.0,(78.0),(78.0),9.0,41.0,19.0,23.0,17.0,-,627,351
41,KATY SPYCHAKOV,2516,ISR,13.0,15.0,25.0,11.0,17.0,16.0,9.0,13.0,31.0,35.0,43.0,43.0,33.0,25.0,36.0,40.0,23.0,45.0,11.0,23.0,-,507,377
41,"TYTUS BUTOWSKI, LUKASZ MACHOWSKI",4927,,20.0,27.0,15.0,17.0,11.0,19.0,11.0,18.0,16.0,14.0,11.0,6.0,(35.0),35.0,15.0,5.0,-,-,-,-,-,275.0,240.0
41,"LUCY WILMOT, ERIKA REINEKE",2929,,22.0,28.0,20.0,15.0,18.0,20.0,14.0,9.0,11.0,9.0,28.0,9.0,(37.0),20.0,-,-,-,-,-,-,-,260.0,223.0
42,"SILVIA SICOURI, MARIA VITTORIA MARCHESINI",4486,,17.0,23.0,22.0,19.0,17.0,17.0,(36.0),22.0,19.0,13.0,20.0,25.0,4.0,12.0,-,-,-,-,-,-,-,266.0,230.0
42,"ARMIT, JOSH",370,NZL,5.0,3.0,7.0,1.0,(45.0),(16.0),16.0,10.0,(63.0),26.0,52.0,52.0,28.0,60.0,23.0,(78.0),3.0,41.0,23.0,3.0,-,555,353
42,EMILY HALL,1298,,5.0,17.0,19.0,(49.0),24.0,17.0,14.0,15.0,15.0,33.0,33.0,33.0,41.0,45.0,23.0,45.0,29.0,25.0,35.0,37.0,-,554,391
42,"ARIE MOFFAT, SAM BONIN",361,,15.0,12.0,15.0,11.0,16.0,21.0,9.0,19.0,1.0,22.0,17.0,15.0,8.0,(35.0),28.0,31.0,-,-,-,-,-,275.0,240.0
43,"ADAM GLOGOWSKI, MACIEJ KRUSIEC",13,POL,24.0,20.0,17.0,15.0,15.0,15.0,15.0,23.0,7.0,12.0,19.0,(25.0),24.0,18.0,1.0,23.0,-,-,-,-,-,273.0,248.0
43,"MANON PEYRE, CLARA-, SOFIA STAMMINGER DE MOURA",3057,,26.0,23.0,24.0,21.0,24.0,25.0,10.0,14.0,8.0,14.0,(30.0),16.0,19.0,11.0,-,-,-,-,-,-,-,265.0,235.0
43,"RENNA, JACOPO",4132,ITA,15.0,9.0,23.0,(41.0),11.0,(31.0),24.0,18.0,(51.0),29.0,22.0,22.0,47.0,(62.0),16.0,49.0,13.0,29.0,15.0,19.0,-,546,361
43,ALICE READ,153,GBR,37.0,15.0,11.0,(49.0),28.0,18.0,23.0,12.0,34.0,25.0,25.0,25.0,35.0,40.0,16.0,25.0,41.0,47.0,(49.0),37.0,-,592,410
44,"VILLE KORHONEN, EDVARD BREMER",5047,,4.0,19.0,18.0,16.0,22.0,14.0,19.0,17.0,8.0,20.0,18.0,11.0,20.0,22.0,21.0,(26.0),-,-,-,-,-,275.0,249.0
44,"MARINA GARAU, CARLOTA GARCIA",3159,,14.0,22.0,22.0,36.0,19.0,25.0,25.0,10.0,12.0,(46.0),10.0,23.0,13.0,16.0,-,-,-,-,-,-,-,293.0,247.0
44,"POULIQUEN , OEL",4059,FRA,11.0,15.0,9.0,3.0,15.0,1.0,(33.0),(17.0),30.0,21.0,(70.0),(70.0),39.0,30.0,45.0,37.0,41.0,17.0,25.0,25.0,-,554,364
44,SOFIA RENNA,4529,ITA,11.0,7.0,(49.0),19.0,27.0,18.0,11.0,11.0,(49.0),32.0,26.0,26.0,36.0,29.0,(49.0),31.0,35.0,43.0,41.0,41.0,-,591,417
45,"SQUIRES , TOM",4566,GBR,1.0,(41.0),3.0,5.0,24.0,(41.0),30.0,16.0,34.0,13.0,33.0,33.0,(52.0),26.0,29.0,32.0,23.0,(41.0),35.0,33.0,-,545,370
45,"REBEKKA JOHANNESEN, SILJE CERUP-SIMONSEN",4115,DEN,18.0,7.0,29.0,(36.0),26.0,24.0,24.0,-,31.0,15.0,26.0,7.0,16.0,25.0,-,-,-,-,-,-,-,284.0,248.0
45,"PAUL PIETZCKER, LINUS VON OPPEN",3915,,22.0,17.0,24.0,13.0,17.0,8.0,23.0,9.0,27.0,18.0,9.0,10.0,13.0,16.0,24.0,(33.0),-,-,-,-,-,283.0,250.0
45,LENA ERDIL,2738,,13.0,9.0,39.0,43.0,26.0,16.0,22.0,20.0,36.0,46.0,45.0,45.0,31.0,44.0,40.0,34.0,31.0,19.0,33.0,5.0,-,597,424
46,"WIEBRAND DE VOS, ALEKSANDR MOLIAKOV",5122,,15.0,10.0,17.0,26.0,13.0,25.0,15.0,19.0,(27.0),10.0,12.0,19.0,10.0,15.0,23.0,24.0,-,-,-,-,-,280.0,253.0
46,"NADINE BOHM, LENA MARIE WE, ISSKICHEL",3591,,25.0,26.0,16.0,26.0,24.0,12.0,31.0,11.0,20.0,8.0,13.0,(46.0),30.0,15.0,-,-,-,-,-,-,-,303.0,257.0
46,"EKLUND, JAKOB",1223,FIN,15.0,3.0,1.0,9.0,7.0,(38.0),(78.0),20.0,(58.0),19.0,(55.0),55.0,29.0,47.0,49.0,46.0,9.0,21.0,21.0,27.0,-,607,378
46,GIOVANNA PRADA,1677,BRA,21.0,13.0,31.0,5.0,19.0,30.0,20.0,23.0,43.0,21.0,46.0,46.0,34.0,43.0,33.0,48.0,37.0,31.0,37.0,41.0,-,622,467
47,"HIGHFIELD , MOLLY, SANDY CHOI",1897,,12.0,29.0,23.0,20.0,(36.0),36.0,24.0,14.0,14.0,27.0,15.0,15.0,6.0,31.0,-,-,-,-,-,-,-,302.0,266.0
47,"ELLIOTT WELLS, BILLY VENNIS-OZANNE",1267,,23.0,12.0,4.0,8.0,14.0,20.0,(32.0),18.0,25.0,27.0,14.0,22.0,12.0,23.0,27.0,8.0,-,-,-,-,-,289.0,257.0
47,MANCHON BLANCA,3046,,19.0,11.0,21.0,(49.0),18.0,9.0,20.0,23.0,33.0,(49.0),47.0,47.0,44.0,41.0,24.0,43.0,47.0,27.0,43.0,47.0,-,662,494
47,"LYONS, NOAH",2972,USA,19.0,7.0,7.0,5.0,17.0,(21.0),13.0,(25.0),12.0,34.0,(64.0),64.0,(78.0),40.0,48.0,40.0,41.0,19.0,15.0,7.0,-,576,388
48,"HERNAN UMPIERRE, FERNANDO DIZ",1888,URU,1.0,32.0,11.0,9.0,10.0,12.0,25.0,10.0,12.0,3.0,(35.0),35.0,28.0,35.0,25.0,10.0,-,-,-,-,-,293.0,258.0
48,"CHLOE FISHER, LAURA THOMSON",859,,16.0,24.0,18.0,26.0,28.0,9.0,14.0,27.0,18.0,19.0,16.0,27.0,27.0,(35.0),-,-,-,-,-,-,-,304.0,269.0
48,NATASHA BRYANT,3612,,19.0,25.0,13.0,(49.0),25.0,21.33,12.0,27.0,(49.0),45.0,44.0,44.0,46.0,31.0,42.0,38.0,41.0,21.0,39.0,45.0,-,"676,33","505,33"
48,"BERNOTAS, JUOZAS",545,LTU,15.0,13.0,15.0,13.0,4.0,(28.0),(22.0),18.0,42.0,35.0,(65.0),(65.0),45.0,25.0,41.0,43.0,5.0,41.0,23.0,13.0,-,571,391
49,"CORENTIN GOULON, YOUENN BERTIN",954,,25.0,20.0,10.0,14.0,8.0,11.0,8.0,21.0,19.0,19.0,21.0,20.0,26.0,13.0,(32.0),27.0,-,-,-,-,-,294.0,262.0
49,"MARIJA ANDELA DE MICHEL, I-VITTURI, MIHAELA DE MICHELI VITTURI",3151,,36.0,18.0,14.0,23.0,26.0,26.0,32.0,31.0,3.0,12.0,22.0,28.0,8.0,(37.0),-,-,-,-,-,-,-,316.0,279.0
49,RINA NIIJIMA,4158,,15.0,13.0,43.0,33.0,26.0,20.0,21.0,29.0,5.0,7.0,6.0,6.0,6.0,3.0,4.0,8.0,3.0,3.0,3.0,(49.0),-,303,170
49,"CAMBONI, MATTIA",705,ITA,7.0,1.0,5.0,(41.0),31.0,(32.0),25.0,28.0,(52.0),(62.0),28.0,28.0,38.0,32.0,31.0,35.0,21.0,33.0,31.0,29.0,-,590,403
50,"KATRINE SCHMIDT, ELLEN NIELSEN",2515,,26.0,29.0,14.0,18.0,23.0,26.0,(36.0),23.0,23.0,29.0,25.0,12.0,29.0,8.0,-,-,-,-,-,-,-,321.0,285.0
50,"BENZ, MATTEO",527,SUI,13.0,13.0,9.0,25.0,(39.0),(45.0),13.0,39.0,(78.0),51.0,36.0,36.0,40.0,43.0,36.0,(57.0),7.0,13.0,25.0,11.0,-,629,410
50,"PHILLIP LYNGBEK, MADS FUGLBJERG",4007,,13.0,18.0,10.0,14.0,13.0,20.0,20.0,15.0,26.0,(35.0),23.0,27.0,22.0,35.0,6.0,16.0,-,-,-,-,-,313.0,278.0
50,THERESA MARIE STEINLEIN,4748,GER,21.0,27.0,25.0,(49.0),32.0,23.0,26.0,29.0,1.0,5.0,4.0,4.0,10.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,-,270,174
51,"KOKKALANIS, BYRON",2607,GRE,15.0,15.0,27.0,15.0,(40.0),10.0,(42.0),20.0,39.0,32.0,(75.0),(75.0),25.0,41.0,50.0,47.0,23.0,9.0,21.0,23.0,-,644,412
51,"CONRAD KONITZER, FERNANDO RODRIGUEZ",945,,27.0,16.0,19.0,17.0,12.0,19.0,12.0,18.0,17.0,23.0,29.0,24.0,(35.0),20.0,13.0,15.0,-,-,-,-,-,316.0,281.0
51,"MARLIES SCHOUTEN, MAUD LODEWIJK",3204,,25.0,22.0,19.0,(36.0),31.0,21.0,21.0,28.0,27.0,26.0,17.0,21.0,12.0,30.0,-,-,-,-,-,-,-,336.0,300.0
51,LAERKE BUHL-HANSEN,2664,DEN,29.0,23.0,9.0,15.0,12.0,33.0,28.0,30.0,4.0,3.0,2.0,2.0,20.0,4.0,15.0,29.0,9.0,5.0,1.0,13.0,-,286,174
52,"HATCHER, JAMES",1827,GBR,23.0,7.0,(27.0),(41.0),18.0,26.0,26.0,22.0,15.0,17.0,38.0,38.0,22.0,57.0,(78.0),(78.0),26.3,29.0,25.0,25.0,-,"638,3","414,3"
52,JENNIE ROBERTS,2169,GBR,23.0,21.0,29.0,25.0,32.0,25.0,25.0,31.0,2.0,6.0,3.0,3.0,5.0,5.0,20.0,17.0,5.0,3.0,19.0,7.0,-,306,204
52,"KRISTIAN PRAEST PRAEST, MARCUS LANGAGERGAARD",2627,,19.0,24.0,13.0,16.0,32.0,10.0,17.0,22.0,4.0,4.0,25.0,17.0,(35.0),35.0,29.0,18.0,-,-,-,-,-,320.0,285.0
52,"ELEANOR KEERS, JESSICA JOBSON",1227,GBR,30.0,13.0,27.0,23.0,20.0,23.0,29.0,30.0,30.0,24.0,19.0,17.0,(34.0),29.0,-,-,-,-,-,-,-,348.0,314.0
53,"ALLEN, STEPHEN",165,AUS,7.0,5.0,9.0,1.0,12.0,17.0,(38.0),(47.0),26.0,63.0,(71.0),(71.0),50.0,23.0,55.0,62.0,33.0,31.0,17.0,11.0,-,649,422
53,NEEV ROBINSON,3628,,33.0,23.0,15.0,23.0,22.0,25.0,19.0,21.0,12.0,4.0,10.0,10.0,11.0,25.0,9.0,7.0,3.0,9.0,17.0,(49.0),-,347,215
53,"CAMPBELL STANTON, WILL SHAPLAND",711,NZL,32.0,12.0,22.0,12.0,20.0,23.0,15.0,11.0,23.0,(35.0),27.0,28.0,15.0,21.0,14.0,17.0,-,-,-,-,-,327.0,292.0
53,"HELENE NAESS, MARIE RONNINGEN",1860,NOR,21.0,1.0,11.0,17.0,4.0,36.0,23.0,6.0,14.0,(46.0),46.0,46.0,46.0,46.0,-,-,-,-,-,-,-,363.0,317.0
54,"POLAK, MICHAL",4053,POL,23.0,11.0,17.0,15.0,9.0,(52.0),(32.0),24.0,49.0,49.0,(57.0),57.0,37.0,33.0,(63.0),4.0,29.0,13.0,19.0,41.0,-,634,430
54,"RICHARD SCHULTHEIS, MAX KORNER",4149,,7.0,27.0,21.0,19.0,21.0,13.0,21.0,21.0,16.0,24.0,28.0,16.0,6.0,24.0,(31.0),29.0,-,-,-,-,-,324.0,293.0
54,"HELEN PAIS, HELEN AUSMAN",1852,EST,30.0,27.0,28.0,36.0,7.0,14.0,27.0,30.0,30.0,23.0,24.0,(46.0),31.0,18.0,-,-,-,-,-,-,-,371.0,325.0
54,ALISA ENGELMANN,161,GER,41.0,25.3,17.0,19.0,36.0,30.0,33.0,18.0,3.0,14.0,5.0,5.0,9.0,13.0,31.0,19.0,1.0,7.0,13.0,3.0,-,"342,3","215,3"
55,"VERONIKA ZIVNA, KATERINA ZIVNA",5012,,27.0,24.0,24.0,16.0,25.0,27.0,28.0,25.0,29.0,20.0,29.0,18.0,36.0,(39.0),-,-,-,-,-,-,-,367.0,328.0
55,"CHENG, CHING YIN",845,HKG,9.0,7.0,10.33,15.0,(33.0),33.0,(78.0),13.0,45.0,42.0,40.0,40.0,44.0,(61.0),42.0,(56.0),13.0,41.0,21.0,15.0,-,"658,33","430,33"
55,"JAKOB MEGGENDORFER, ANDREAS SPRANGER",2080,GER,15.0,6.0,17.0,13.0,15.0,16.0,28.0,12.0,9.0,(35.0),35.0,35.0,35.0,35.0,18.0,7.0,-,-,-,-,-,331.0,296.0
55,INGRID PUUSTA,1993,EST,21.0,21.0,23.0,23.0,30.0,(49.0),(49.0),24.0,9.0,34.0,7.0,7.0,2.0,6.0,6.0,9.0,9.0,17.0,7.0,33.0,-,386,221
56,"MODENA, MANOLO",3526,ITA,17.0,13.0,21.0,21.0,25.0,(46.0),11.0,(34.0),(68.0),41.0,19.0,19.0,(63.0),51.0,46.0,41.0,41.0,23.0,33.0,17.0,-,650,439
56,"MALO KENNISH, ANATOLE MARTIN",3037,FRA,16.0,18.0,16.0,21.0,25.0,17.0,6.0,22.0,24.0,26.0,(30.0),26.0,17.0,25.0,20.0,19.0,-,-,-,-,-,328.0,298.0
56,NOY DRIHAN,3767,,29.0,25.0,29.0,19.0,23.0,24.0,(49.0),28.0,11.0,27.0,15.0,15.0,14.0,1.0,1.0,1.0,7.0,5.0,9.0,21.0,-,353,227
56,"JOSEPHINE FREDERIKSEN, LAURA STEENSTRUP ZEEBERG",2339,,29.0,16.0,21.0,25.0,23.0,28.0,11.0,36.0,25.0,(46.0),23.0,46.0,33.0,19.0,-,-,-,-,-,-,-,381.0,335.0
57,"ELIN SEVEDAG, KLARA JOHANSSON",1250,,28.0,28.0,26.0,25.0,29.0,29.0,22.0,18.0,28.0,28.0,(46.0),46.0,7.0,27.0,-,-,-,-,-,-,-,387.0,341.0
57,MERVE VATAN,3432,TUR,27.0,17.0,27.0,35.0,30.0,19.0,31.0,17.0,10.0,17.0,28.0,28.0,1.0,9.0,33.0,3.0,11.0,1.0,15.0,(49.0),-,408,260
57,"MRATOVIC, LUKA",3567,CRO,17.0,11.0,(31.0),15.0,10.0,13.0,27.0,(29.0),(71.0),27.0,(59.0),59.0,48.0,48.0,19.0,44.0,15.0,21.0,35.0,31.0,-,630,440
57,"SCOTT , MCKENZIE, BLAKE , MCGLASHAN",4393,,10.0,16.0,12.0,21.0,22.0,22.0,25.0,20.0,21.0,16.0,31.0,18.0,27.0,(35.0),26.0,28.0,-,-,-,-,-,350.0,315.0
58,HELENA WANSER,1855,,25.0,29.0,23.0,27.0,24.0,28.0,37.0,30.0,22.0,23.0,23.0,23.0,4.0,15.0,11.0,13.0,7.0,17.0,5.0,5.0,-,391,278
58,"PHILIP LINDBLAD, ALEXANDER BRORSSON",3991,,21.0,19.0,7.0,22.0,32.0,24.0,2.0,26.0,18.0,(35.0),20.0,35.0,35.0,35.0,30.0,22.0,-,-,-,-,-,383.0,348.0
58,"KATHARINA SCHWACHHOFER, ELENA STOLTZE",2506,GER,24.0,26.0,18.0,27.0,27.0,18.0,27.0,21.0,28.0,32.0,33.0,(46.0),26.0,34.0,-,-,-,-,-,-,-,387.0,341.0
58,"SCHMITZ, LUC",4382,NED,13.0,11.0,13.0,11.0,2.0,(43.0),(35.0),24.0,38.0,28.0,(67.0),(67.0),36.0,55.0,62.0,42.0,41.0,31.0,29.0,15.0,-,663,451
59,ONISHI FUJIKO,3824,,23.0,27.0,25.0,27.0,35.0,28.0,21.0,38.0,16.0,19.0,20.0,20.0,13.0,11.0,8.0,5.0,27.0,43.0,19.0,7.0,-,432,289
59,"WILLIAM JONES, EVAN DEPAUL",5142,,17.0,11.0,28.0,19.0,19.0,13.0,19.0,15.0,16.0,(35.0),35.0,35.0,35.0,35.0,35.0,35.0,-,-,-,-,-,402.0,367.0
59,"BALTASAR SUMMERS,",441,ESP,23.0,19.0,15.0,13.0,17.0,(32.0),(55.0),19.0,40.0,(78.0),42.0,42.0,27.0,49.0,43.0,(65.0),9.0,41.0,33.0,21.0,-,683,453
59,"KATRINE BENDIX KROGH, CLARA ROSKJAER MOGELTOFT",2513,,31.0,32.0,(36.0),29.0,30.0,28.0,30.0,29.0,31.0,30.0,32.0,19.0,21.0,28.0,-,-,-,-,-,-,-,406.0,370.0
