Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,Total,Nett
1,"PETER BURLING, BLAIR TUKE",3968,,1.0,11.0,3.0,3.0,1.0,8.0,1.0,3.0,7.0,11.0,3.0,7.0,10.0,5.0,1.0,(26.0),3.0,1.0,11.0,3.0,3.0,1.0,8.0,1.0,3.0,7.0,11.0,3.0,7.0,10.0,5.0,1.0,(26.0),3.0,4.0,112.0,86.0
1,ANNE-MARIE RINDOM,319,DEN,1.0,(57.0),(28.0),1.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,12.0,4.0,2.0,5.0,6.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,135.0,50.0
1,MAXIME JONKER,3375,NED,50.0,2.0,(57.0),(57.0),1.0,-,-,-,-,-,-,-,-,-,-,-,-,1.0,16.0,1.0,1.0,28.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,228.0,114.0
1,TOM BURTON,4855,AUS,2.0,(21.0),4.0,4.0,3.0,4.0,-,-,-,-,-,-,-,-,-,-,-,8.0,2.0,5.0,13.0,14.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,-,131.0,59.0
1,GIANMARCO PLANCHESTAINER,1662,ITA,19.0,8.0,(27.0),15.0,(30.0),18.0,-,-,-,-,-,-,-,-,-,-,-,1.0,2.0,15.0,6.0,15.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,169.0,112.0
1,"ANNEMIEK BEKKERING, ANNETTE DUETZ",321,NED,17.0,7.0,11.0,1.0,(28.0),3.0,2.0,1.0,2.0,1.0,6.0,3.0,9.0,13.0,9.0,5.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.0,96.0
1,YOSHIHIRO SUZUKI,5231,JPN,33.0,(53.0),22.0,31.0,(34.0),29.0,-,-,-,-,-,-,-,-,-,-,-,9.0,21.0,3.0,9.0,1.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,247.0,160.0
2,SAGIE GLANTZ,4275,ISR,14.0,24.0,23.0,(35.0),11.0,(30.0),-,-,-,-,-,-,-,-,-,-,-,3.0,3.0,13.0,1.0,7.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,180.0,115.0
2,"MARTINE SOFFIATTI GRAEL, KAHENA KUNZE",3245,,3.0,9.0,6.0,5.0,1.0,2.0,1.0,5.0,6.0,(22.0),2.0,7.0,15.0,14.0,5.0,11.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132.0,110.0
2,MAOR BEN HAROSH,3067,ISR,38.0,9.0,(42.0),37.0,38.0,(41.0),-,-,-,-,-,-,-,-,-,-,-,7.0,28.0,1.0,3.0,2.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,254.0,171.0
2,FATIMA REYES,1415,ESP,22.0,29.0,23.0,(35.0),(33.0),-,-,-,-,-,-,-,-,-,-,-,-,3.0,19.0,3.0,2.0,11.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,193.0,125.0
2,MARIT BOUWMEESTER,3179,NED,5.0,(15.0),4.0,5.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,23.0,10.0,12.0,9.0,(57.0),10.0,-,-,-,-,-,-,-,-,-,-,-,-,158.0,86.0
2,"ERIK HEIL, THOMAS PLOESSEL",1338,GER,2.0,1.0,4.0,(27.0),3.0,6.0,1.0,2.0,7.0,4.0,1.0,8.0,12.0,15.0,10.0,9.0,1.0,2.0,1.0,4.0,(27.0),3.0,6.0,1.0,2.0,7.0,4.0,1.0,8.0,12.0,15.0,10.0,9.0,1.0,3.0,119.0,92.0
2,MATTHEW WEARN,3336,AUS,(13.0),7.0,3.0,1.0,2.0,1.0,-,-,-,-,-,-,-,-,-,-,-,19.0,18.0,(30.0),1.0,6.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,106.0,63.0
3,GEORGE GAUTREY,1634,NZL,2.0,2.0,3.0,7.0,4.0,(53.0),-,-,-,-,-,-,-,-,-,-,-,4.0,(38.0),13.0,23.0,2.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,160.0,69.0
3,ALEXANDRE BOITE,134,FRA,16.0,(53.0),34.0,31.0,32.0,(42.0),-,-,-,-,-,-,-,-,-,-,-,8.0,6.0,4.0,25.0,12.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,279.0,184.0
3,ALISON YOUNG,163,GBR,(30.0),8.0,9.0,4.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,25.0,6.0,8.0,6.0,(37.0),11.0,-,-,-,-,-,-,-,-,-,-,-,-,156.0,89.0
3,"IDA MARIE BAAD NIELSEN, MARIE THUSGAARD OLSEN",1965,,4.0,9.0,2.0,1.0,13.0,5.0,(24.0),20.0,18.0,3.0,1.0,1.0,5.0,23.0,7.0,8.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148.0,124.0
3,KHAIRULNIZAM MOHD AFENDY,2555,MAS,17.0,(53.0),24.0,(30.0),19.0,22.0,-,-,-,-,-,-,-,-,-,-,-,25.0,7.0,6.0,8.0,9.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,237.0,154.0
3,ELYSE AINSWORTH,1272,AUS,(50.0),27.0,30.0,11.0,(57.0),-,-,-,-,-,-,-,-,-,-,-,-,10.0,14.0,7.0,7.0,4.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,234.0,127.0
3,"DYLAN FLETCHE, R-SCOTT, STUART BITHELL",1189,,9.0,2.0,2.0,(23.0),1.0,10.0,5.0,6.0,10.0,3.0,4.0,21.0,5.0,19.0,3.0,2.0,12.0,9.0,2.0,2.0,(23.0),1.0,10.0,5.0,6.0,10.0,3.0,4.0,21.0,5.0,19.0,3.0,2.0,12.0,8.0,153.0,130.0
4,"HELENE NAESS, MARIE RONNINGEN",1860,NOR,10.0,10.0,19.0,11.0,2.0,1.0,2.0,1.0,10.0,16.0,3.0,2.0,2.0,12.0,18.0,(20.0),4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.0,127.0
4,"DIEGO BOTIN, IAGO LOPEZ MARRA",1125,,15.0,3.0,10.0,17.0,(31.0),2.0,1.0,3.0,4.0,2.0,16.0,1.0,3.0,18.0,11.0,7.0,16.0,15.0,3.0,10.0,17.0,(31.0),2.0,1.0,3.0,4.0,2.0,16.0,1.0,3.0,18.0,11.0,7.0,16.0,1.0,162.0,131.0
4,ZILI WANG,5280,CHN,22.0,(53.0),(36.0),31.0,33.0,32.0,-,-,-,-,-,-,-,-,-,-,-,17.0,4.0,2.0,26.0,16.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,279.0,190.0
4,SAM MEECH,4288,NZL,(12.0),7.0,2.0,2.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,17.0,8.0,(39.0),21.0,1.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,123.0,72.0
4,MAXIME MAZARD,3376,FRA,(44.0),18.0,12.0,(53.0),6.0,30.0,-,-,-,-,-,-,-,-,-,-,-,19.0,19.0,2.0,7.0,5.0,44.0,-,-,-,-,-,-,-,-,-,-,-,-,259.0,162.0
4,ANNABELLE RENNIE-YOUNGER,311,NZL,21.0,(39.0),(57.0),33.0,38.0,-,-,-,-,-,-,-,-,-,-,-,-,8.0,6.0,14.0,8.0,8.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,236.0,140.0
4,EMMA PLASSCHAERT,1301,BEL,(21.0),16.0,1.0,6.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,14.0,2.0,20.0,3.0,(31.0),30.0,-,-,-,-,-,-,-,-,-,-,-,-,158.0,106.0
5,KENJI NANRI,2538,JPN,(46.0),8.0,32.0,11.0,9.0,24.0,-,-,-,-,-,-,-,-,-,-,-,13.0,28.0,(37.0),24.0,13.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,246.0,163.0
5,"LOGAN BECK, OSCAR GUNN",2858,,21.0,3.0,14.0,1.0,8.0,1.0,10.0,4.0,5.0,16.0,15.0,12.0,2.0,8.0,7.0,12.0,(25.0),21.0,3.0,14.0,1.0,8.0,1.0,10.0,4.0,5.0,16.0,15.0,12.0,2.0,8.0,7.0,12.0,(25.0),2.0,168.0,143.0
5,NICK THOMPSON,3653,GBR,(17.0),4.0,9.0,9.0,2.0,5.0,-,-,-,-,-,-,-,-,-,-,-,(23.0),7.0,7.0,22.0,4.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,113.0,73.0
5,MARTINA REINO CACHO,3242,ESP,(41.0),33.0,11.0,35.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,6.0,4.0,(57.0),10.0,6.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,239.0,141.0
5,"TINA LUTZ, SUSANN BEUCKE",4826,GER,8.0,(20.0),5.0,15.0,6.0,1.0,3.0,2.0,7.0,8.0,8.0,12.0,16.0,9.0,11.0,1.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148.0,128.0
5,MARIE BARRUE,3140,FRA,2.0,16.0,13.0,12.0,(39.0),-,-,-,-,-,-,-,-,-,-,-,-,4.0,7.0,5.0,(31.0),22.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,176.0,106.0
5,JAMES STEWART,2110,AUS,36.0,(53.0),18.0,32.0,39.0,34.0,-,-,-,-,-,-,-,-,-,-,-,3.0,(49.0),26.0,6.0,6.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,303.0,201.0
6,"ALEXANDRA MALONEY, MOLLY MEECH",130,NZL,14.0,2.0,3.0,9.0,4.0,(21.0),10.0,9.0,20.0,9.0,4.0,11.0,13.0,5.0,3.0,3.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154.0,133.0
6,MAURA DEWEY,3348,CAN,22.0,18.0,(33.0),28.0,(41.0),-,-,-,-,-,-,-,-,-,-,-,-,19.0,15.0,9.0,6.0,14.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,215.0,141.0
6,JOSEFIN OLSSON,2331,SWE,1.0,2.0,3.0,(5.0),2.0,-,-,-,-,-,-,-,-,-,-,-,-,(57.0),57.0,1.0,16.0,15.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,172.0,110.0
6,JEAN-BAPTISTE BERNAZ,2157,FRA,3.0,2.0,(7.0),2.0,1.0,7.0,-,-,-,-,-,-,-,-,-,-,-,(22.0),22.0,2.0,11.0,8.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,107.0,78.0
6,"BENJAMIN BILDSTEIN, DAVID HUSSL",507,AUT,5.0,8.0,1.0,5.0,2.0,2.0,13.0,19.0,1.0,17.0,20.0,16.0,4.0,3.0,15.0,3.0,(23.0),5.0,8.0,1.0,5.0,2.0,2.0,13.0,19.0,1.0,17.0,20.0,16.0,4.0,3.0,15.0,3.0,(23.0),7.0,171.0,148.0
6,TADEUSZ KUBIAK,4662,POL,7.0,27.0,21.0,22.0,10.0,(29.0),-,-,-,-,-,-,-,-,-,-,-,(53.0),33.0,1.0,37.0,11.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,254.0,172.0
6,NICOLAS ROLAZ,3681,SUI,25.0,(34.0),31.0,27.0,33.0,33.0,-,-,-,-,-,-,-,-,-,-,-,(53.0),3.0,17.0,4.0,19.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,297.0,210.0
7,RYAN LO,4257,SGP,8.0,29.0,19.0,(32.0),28.0,21.0,-,-,-,-,-,-,-,-,-,-,-,21.0,6.0,(30.0),9.0,12.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,235.0,173.0
7,"LUCAS RUAL, EMILE AMOROS",2911,FRA,11.0,1.0,5.0,11.0,7.0,11.0,8.0,(31.0),6.0,1.0,6.0,4.0,1.0,20.0,25.0,1.0,14.0,11.0,1.0,5.0,11.0,7.0,11.0,8.0,(31.0),6.0,1.0,6.0,4.0,1.0,20.0,25.0,1.0,14.0,9.0,181.0,150.0
7,CHRISTINA SAKELLARIS,883,USA,(42.0),(57.0),24.0,17.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,17.0,34.0,6.0,4.0,22.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,241.0,142.0
7,ELLIOT HANSON,1263,GBR,5.0,(13.0),5.0,4.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,24.0,(40.0),29.0,4.0,9.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,145.0,92.0
7,JESUS ROGEL,2200,ESP,25.0,(53.0),29.0,42.0,32.0,24.0,-,-,-,-,-,-,-,-,-,-,-,10.0,14.0,11.0,17.0,9.0,(53.0),-,-,-,-,-,-,-,-,-,-,-,-,319.0,213.0
7,HANNAH SNELLGROVE,1794,GBR,(29.0),13.0,20.0,8.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,(57.0),1.0,4.0,22.0,8.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,199.0,113.0
7,"CHARLOTTE DOBSON, SASKIA TIDEY",824,,16.0,3.0,4.0,11.0,13.0,6.0,11.0,11.0,23.0,10.0,9.0,8.0,3.0,(25.0),1.0,4.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.0,135.0
8,LORENZO BRANDO CHIAVARINI,2872,ITA,5.0,6.0,12.0,14.0,(15.0),7.0,-,-,-,-,-,-,-,-,-,-,-,16.0,6.0,12.0,7.0,(45.0),7.0,-,-,-,-,-,-,-,-,-,-,-,-,152.0,92.0
8,"BART LAMBRIEX, PIM VAN VUGT",461,,3.0,4.0,4.0,7.0,9.0,12.0,12.0,9.0,17.0,5.0,8.0,23.0,(25.0),4.0,9.0,15.0,2.0,3.0,4.0,4.0,7.0,9.0,12.0,12.0,9.0,17.0,5.0,8.0,23.0,(25.0),4.0,9.0,15.0,2.0,5.0,178.0,153.0
8,TUULA TENKANEN,4922,FIN,(17.0),4.0,7.0,12.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,48.0,5.0,3.0,18.0,18.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,-,184.0,116.0
8,YANG YANG,5205,CHN,13.0,37.0,29.0,(41.0),(43.0),34.0,-,-,-,-,-,-,-,-,-,-,-,1.0,33.0,7.0,21.0,28.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,298.0,214.0
8,WILLIAM DE SMET,5141,BEL,(40.0),34.0,(53.0),2.0,18.0,32.0,-,-,-,-,-,-,-,-,-,-,-,6.0,30.0,7.0,14.0,20.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,267.0,174.0
8,KIM PLETIKOS,2567,SLO,(38.0),11.0,(42.0),15.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,28.0,3.0,22.0,22.0,15.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,233.0,153.0
8,"VICTORIA TRAVASCIO, SOL BRANZ",5035,,7.0,15.0,8.0,12.0,7.0,7.0,12.0,8.0,3.0,7.0,10.0,10.0,4.0,7.0,(17.0),9.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155.0,138.0
9,NIELS BROEKHUIZEN,3694,NED,(43.0),13.0,21.0,23.0,22.0,(25.0),-,-,-,-,-,-,-,-,-,-,-,9.0,22.0,12.0,16.0,17.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,244.0,176.0
9,PHILIPP BUHL,3995,GER,6.0,(10.0),2.0,5.0,7.0,3.0,-,-,-,-,-,-,-,-,-,-,-,7.0,14.0,31.0,10.0,(53.0),11.0,-,-,-,-,-,-,-,-,-,-,-,-,159.0,96.0
9,KAZUMASA SEGAWA,2520,JPN,22.0,39.0,(41.0),(43.0),23.0,38.0,-,-,-,-,-,-,-,-,-,-,-,11.0,11.0,21.0,36.0,3.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,300.0,216.0
9,"JONAS WARRER, JAKOB PRECHT JENSEN",2296,,2.0,19.0,9.0,10.0,13.0,5.0,10.0,4.0,5.0,14.0,9.0,9.0,(24.0),7.0,13.0,13.0,4.0,2.0,19.0,9.0,10.0,13.0,5.0,10.0,4.0,5.0,14.0,9.0,9.0,(24.0),7.0,13.0,13.0,4.0,6.0,182.0,158.0
9,CHARLOTTE ROSE,828,USA,7.0,11.0,(22.0),4.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,3.0,(47.0),15.0,11.0,17.0,46.0,-,-,-,-,-,-,-,-,-,-,-,-,186.0,117.0
9,YUMIKO TOMBE,5243,JPN,9.0,(42.0),31.0,23.0,(40.0),-,-,-,-,-,-,-,-,-,-,-,-,18.0,17.0,15.0,11.0,23.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,238.0,156.0
9,"PARIS HENKEN, ANNA TOBIAS",3880,USA,18.0,1.0,1.0,5.0,8.0,9.0,13.0,17.0,(24.0),6.0,11.0,23.0,1.0,3.0,2.0,18.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170.0,146.0
10,THOMAS SAUNDERS,4775,NZL,(21.0),5.0,10.0,7.0,3.0,4.0,-,-,-,-,-,-,-,-,-,-,-,15.0,11.0,18.0,6.0,(32.0),17.0,-,-,-,-,-,-,-,-,-,-,-,-,149.0,96.0
10,"ODILE VAN AANHOLT, CECILE JANMAAT",3778,,14.0,8.0,3.0,9.0,8.0,(24.0),3.0,3.0,1.0,18.0,14.0,15.0,21.0,1.0,15.0,6.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183.0,159.0
10,"LUKASZ PRZYBYTEK, PAWEL KOLODZINSKI",2957,,7.0,3.0,(22.0),4.0,13.0,15.0,13.0,5.0,8.0,13.0,14.0,3.0,13.0,13.0,5.0,20.0,15.0,7.0,3.0,(22.0),4.0,13.0,15.0,13.0,5.0,8.0,13.0,14.0,3.0,13.0,13.0,5.0,20.0,15.0,10.0,206.0,184.0
10,ETIENNE LE PEN,1365,FRA,7.0,32.0,30.0,18.0,13.0,(33.0),-,-,-,-,-,-,-,-,-,-,-,16.0,10.0,5.0,42.0,(53.0),8.0,-,-,-,-,-,-,-,-,-,-,-,-,267.0,181.0
10,NICHOLAS BEZY,3645,HKG,(38.0),(53.0),37.0,25.0,34.0,19.0,-,-,-,-,-,-,-,-,-,-,-,24.0,22.0,14.0,31.0,14.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,317.0,226.0
10,ECEM GUZEL,1198,TUR,(12.0),8.0,5.0,7.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,9.0,3.0,26.0,7.0,(52.0),47.0,-,-,-,-,-,-,-,-,-,-,-,-,184.0,120.0
10,NETHRA KUMANAN,3635,IND,(45.0),37.0,15.0,31.0,(38.0),-,-,-,-,-,-,-,-,-,-,-,-,13.0,25.0,12.0,9.0,7.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,244.0,161.0
11,SAMUEL KING,4308,AUS,32.0,(53.0),39.0,20.0,(45.0),45.0,-,-,-,-,-,-,-,-,-,-,-,15.0,1.0,10.0,16.0,35.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,326.0,228.0
11,DAPHNE VAN DER VAART,1044,NED,13.0,7.0,(19.0),8.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,(24.0),11.0,22.0,8.0,23.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,164.0,121.0
11,CHARLIE BUCKINGHAM,816,USA,15.0,(18.0),6.0,6.0,2.0,4.0,-,-,-,-,-,-,-,-,-,-,-,(35.0),15.0,3.0,2.0,18.0,34.0,-,-,-,-,-,-,-,-,-,-,-,-,158.0,105.0
11,"ISAAC , MCHARDIE, WILLIAM , MCKENZIE",2003,,11.0,5.0,6.0,6.0,14.0,12.0,11.0,8.0,14.0,9.0,10.0,5.0,6.0,11.0,20.0,16.0,(24.0),11.0,5.0,6.0,6.0,14.0,12.0,11.0,8.0,14.0,9.0,10.0,5.0,6.0,11.0,20.0,16.0,(24.0),-,188.0,164.0
11,KEERATI BUALONG,2524,THA,29.0,(31.0),31.0,29.0,24.0,19.0,-,-,-,-,-,-,-,-,-,-,-,(36.0),4.0,25.0,29.0,1.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,262.0,195.0
11,HANNE WEAVER,1798,USA,28.0,32.0,(40.0),22.0,(36.0),-,-,-,-,-,-,-,-,-,-,-,-,15.0,10.0,21.0,12.0,17.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,241.0,165.0
11,"ANNE-JULIE SCHUTT, IBEN NIELSBY",316,,18.0,11.0,7.0,4.0,9.0,6.0,6.0,13.0,16.0,(19.0),19.0,14.0,12.0,18.0,4.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,178.0,159.0
12,"JUSTUS SCHMIDT, MAX BOEHME",2439,GER,20.0,15.0,5.0,7.0,2.0,3.0,(21.0),15.0,10.0,15.0,12.0,11.0,16.0,6.0,19.0,5.0,5.0,20.0,15.0,5.0,7.0,2.0,3.0,(21.0),15.0,10.0,15.0,12.0,11.0,16.0,6.0,19.0,5.0,5.0,-,187.0,166.0
12,LILLIAN MYERS,2804,USA,39.0,(57.0),28.0,36.0,34.0,-,-,-,-,-,-,-,-,-,-,-,-,10.0,11.0,8.0,(57.0),1.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,284.0,170.0
12,"ALEKSANDRA MELZACKA, KINGA LOBODA",96,,1.0,19.0,17.0,7.0,2.0,4.0,22.0,24.0,4.0,11.0,5.0,4.0,24.0,2.0,(25.0),16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187.0,162.0
12,UPAMANYU DUTTA,4942,IND,44.0,22.0,37.0,(45.0),41.0,41.0,-,-,-,-,-,-,-,-,-,-,-,6.0,20.0,(53.0),2.0,5.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,330.0,232.0
12,PAIGE RAILEY,3859,USA,5.0,5.0,2.0,2.0,(22.0),-,-,-,-,-,-,-,-,-,-,-,-,20.0,15.0,21.0,(57.0),32.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,208.0,129.0
12,ROBERT SCHEIDT,4173,BRA,(27.0),3.0,4.0,3.0,5.0,2.0,-,-,-,-,-,-,-,-,-,-,-,14.0,30.0,15.0,25.0,21.0,(32.0),-,-,-,-,-,-,-,-,-,-,-,-,181.0,122.0
12,VIKTOR TEPLY,5043,CZE,28.0,(53.0),8.0,27.0,19.0,31.0,-,-,-,-,-,-,-,-,-,-,-,18.0,24.0,(33.0),26.0,2.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,284.0,198.0
13,"STEPHANIE ROBLE, MAGGIE SHEA",4604,USA,12.0,6.0,10.0,10.0,18.0,16.0,(20.0),9.0,14.0,17.0,7.0,5.0,7.0,8.0,10.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182.0,162.0
13,MONIKA MIKKOLA,3546,FIN,2.0,(22.0),19.0,9.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,2.0,(39.0),25.0,14.0,34.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,194.0,133.0
13,"NEVIN SNOW, DANE WILSON",3639,,4.0,6.0,7.0,5.0,6.0,9.0,3.0,5.0,5.0,10.0,18.0,19.0,(23.0),22.0,21.0,11.0,17.0,4.0,6.0,7.0,5.0,6.0,9.0,3.0,5.0,5.0,10.0,18.0,19.0,(23.0),22.0,21.0,11.0,17.0,-,191.0,168.0
13,ASCENSION ROCA DE TOGORES BENABENT,399,ESP,13.0,23.0,30.0,24.0,(39.0),-,-,-,-,-,-,-,-,-,-,-,-,(39.0),1.0,28.0,20.0,18.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,253.0,175.0
13,AGUSTIN VIDAL INCATASCIATO,41,ARG,(40.0),19.0,20.0,29.0,35.0,(42.0),-,-,-,-,-,-,-,-,-,-,-,20.0,13.0,10.0,22.0,4.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,280.0,198.0
13,ANDREY QUINTERO,265,COL,(45.0),(40.0),30.0,37.0,16.0,26.0,-,-,-,-,-,-,-,-,-,-,-,28.0,25.0,13.0,20.0,22.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,324.0,239.0
13,JESPER STALHEIM,2195,SWE,(8.0),3.0,3.0,1.0,8.0,8.0,-,-,-,-,-,-,-,-,-,-,-,22.0,27.0,28.0,12.0,(33.0),13.0,-,-,-,-,-,-,-,-,-,-,-,-,166.0,125.0
14,NUR SHAZRIN MOHAMAD LATIF,3770,MAS,27.0,19.0,29.0,(31.0),(32.0),-,-,-,-,-,-,-,-,-,-,-,-,9.0,20.0,19.0,14.0,16.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,241.0,178.0
14,HUGH MACRAE,1932,CAN,10.0,23.0,22.0,(34.0),(37.0),17.0,-,-,-,-,-,-,-,-,-,-,-,14.0,17.0,18.0,15.0,32.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,269.0,198.0
14,"PATRICIA SUAREZ, NICOLE VAN DER VELDEN",3894,,8.0,1.0,13.0,(24.0),9.0,5.0,9.0,7.0,11.0,14.0,13.0,13.0,11.0,16.0,12.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187.0,163.0
14,FRANCISCO GUARAGNA RIGONAT,1529,ARG,6.0,(17.0),15.0,15.0,14.0,17.0,-,-,-,-,-,-,-,-,-,-,-,3.0,3.0,20.0,(37.0),17.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,183.0,129.0
14,MARIE BOLOU,3141,FRA,3.0,1.0,17.0,(24.0),3.0,-,-,-,-,-,-,-,-,-,-,-,-,18.0,36.0,29.0,(39.0),20.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,198.0,135.0
14,MOHIT SAINI,3530,IND,(50.0),36.0,38.0,41.0,41.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,27.0,9.0,28.0,10.0,7.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,334.0,240.0
14,"ERWAN FISCHER, CLEMENT PEQUIN",1351,FRA,3.0,5.0,2.0,13.0,5.0,10.0,2.0,6.0,(27.0),24.0,22.0,6.0,14.0,26.0,6.0,19.0,6.0,3.0,5.0,2.0,13.0,5.0,10.0,2.0,6.0,(27.0),24.0,22.0,6.0,14.0,26.0,6.0,19.0,6.0,-,196.0,169.0
15,TONCI STIPANOVIC,4903,CRO,4.0,4.0,1.0,8.0,(13.0),10.0,-,-,-,-,-,-,-,-,-,-,-,(49.0),45.0,35.0,9.0,15.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,195.0,133.0
15,LIN PLETIKOS,2812,SLO,(52.0),25.0,(45.0),37.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,31.0,8.0,34.0,19.0,12.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,276.0,179.0
15,MANAMI DOI,3044,JPN,(37.0),32.0,10.0,6.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,16.0,19.4,(33.0),24.0,2.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,206.0,136.4
15,PAUL DIDHAM,3905,USA,42.0,(53.0),39.0,(47.0),39.0,41.0,-,-,-,-,-,-,-,-,-,-,-,5.0,18.0,8.0,22.0,13.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,340.0,240.0
