Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,Total,Nett
37,ANDREAS PERDICARIS,244,GRE,48.0,40.0,41.0,37.0,40.0,(53.0),(51.0),12.0,27.0,45.0,43.0,25.0,-,-,-,-,-,-,-,-,-,-,-,462.0,358.0
37,TANIA ELIAS CALLES,4688,MEX,29.0,16.0,10.0,24.0,11.0,(51.0),-,24.0,16.0,32.0,29.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,293.0,191.0
38,VALERIY KUDRYASHOV,4974,UKR,(41.0),27.0,32.0,28.0,35.0,9.0,19.0,39.0,(54.0),44.0,24.0,13.0,-,-,-,-,-,-,-,-,-,-,-,365.0,270.0
38,"MAYUMI ROLLER, AGUSTINA BARBUTO",3394,,-,-,-,-,-,-,-,20.0,14.0,20.0,18.0,10.0,12.0,17.0,(23.0),3.0,9.0,15.0,(16.0),11.0,6.0,-,-,194.0,155.0
38,RAMON GONZALEZ,4099,PUR,47.0,(48.0),23.0,38.0,54.0,38.0,34.0,24.0,28.0,42.0,(51.0),30.0,-,-,-,-,-,-,-,-,-,-,-,457.0,358.0
38,BRENDA BOWSKILL,649,CAN,7.0,25.0,25.0,(26.0),22.0,3.0,-,32.0,27.0,20.0,33.0,(36.0),-,-,-,-,-,-,-,-,-,-,-,256.0,194.0
38,JEEMIN HA,2160,KOR,2.0,9.0,27.0,17.0,31.0,(39.0),11.0,36.0,26.0,23.0,(37.0),26.0,22.0,-,-,-,-,-,-,-,-,-,-,306.0,230.0
38,"GONZALO POLLITZER, JOSE MARIA JOSE MARIA DIEZ",1704,,-,-,-,-,-,-,-,11.0,(32.0),21.0,19.0,26.0,14.0,3.0,7.0,4.0,7.0,21.0,15.0,(27.0),22.0,22.0,-,251.0,192.0
38,KATERYNA GUMENKO,2504,UKR,31.0,(45.0),23.0,(49.0),41.0,17.0,-,43.0,41.0,40.0,36.0,-,-,-,-,-,-,-,-,-,-,-,-,272.0,366.0
39,MONIKA MIKKOLA,3546,FIN,8.0,21.0,9.0,(38.0),29.0,12.0,-,44.0,(47.0),39.0,31.0,3.0,-,-,-,-,-,-,-,-,-,-,-,281.0,196.0
39,BRYANT WOOD,681,CAN,(54.0),(54.0),39.0,48.0,42.0,50.0,51.0,22.0,25.0,32.0,44.0,14.0,-,-,-,-,-,-,-,-,-,-,-,475.0,367.0
39,MICHAEL HANSEN,3444,DEN,13.0,24.0,24.0,(26.0),4.0,4.0,16.0,46.0,30.0,36.0,(51.0),19.0,16.0,-,-,-,-,-,-,-,-,-,-,309.0,232.0
39,MOMOKO TADA,3541,JPN,32.0,30.0,(44.0),36.0,(46.0),44.0,-,31.0,33.0,35.0,35.0,-,-,-,-,-,-,-,-,-,-,-,-,276.0,366.0
39,ALEKSANDER ARIAN,92,POL,23.0,25.0,37.0,23.0,11.0,1.0,(44.0),42.0,(44.0),39.0,38.0,32.0,-,-,-,-,-,-,-,-,-,-,-,359.0,271.0
39,"BRAD FUNK, TREVOR BURD",642,,-,-,-,-,-,-,-,(30.0),23.0,15.0,14.0,14.0,23.0,14.0,20.0,(24.0),23.0,9.0,14.0,7.0,20.0,2.0,-,252.0,198.0
39,"SAKI MATSUNAE, SAYOKO HARADA",4282,,-,-,-,-,-,-,-,14.0,15.0,15.0,(18.0),17.0,14.0,18.0,15.0,(20.0),15.0,4.0,2.0,20.0,15.0,-,-,202.0,164.0
40,ZITONG SHANG,5281,CHN,36.0,(42.0),(43.0),32.0,30.0,19.0,-,42.0,42.0,39.0,40.0,-,-,-,-,-,-,-,-,-,-,-,-,280.0,365.0
40,"DAVID LIEBENBERG, DANIEL MORRIS",1059,,-,-,-,-,-,-,-,16.0,24.0,18.0,17.0,23.0,(26.0),19.0,24.0,3.0,4.0,24.0,(25.0),14.0,14.0,5.0,-,256.0,205.0
40,JONATAN VADNAI,2298,HUN,18.0,32.0,14.0,41.0,(43.0),33.0,32.0,17.0,23.0,25.0,(54.0),36.0,-,-,-,-,-,-,-,-,-,-,-,368.0,271.0
40,"BELEN TAVELLA, TRINIDAD SILVA",490,,-,-,-,-,-,-,-,(22.0),21.0,22.0,16.0,5.0,19.0,22.0,14.0,(20.0),4.0,5.0,10.0,20.0,12.0,-,-,212.0,170.0
40,PHILIPINE VAN AANHOLT,3993,ARU,10.0,3.0,16.0,13.0,21.0,(29.0),-,(49.0),39.0,45.0,35.0,18.0,-,-,-,-,-,-,-,-,-,-,-,278.0,200.0
40,MACIEJ GRABOWSKI,2980,POL,11.0,25.0,12.0,15.0,9.0,(33.0),15.0,50.0,10.0,(51.0),36.0,37.0,24.0,-,-,-,-,-,-,-,-,-,-,328.0,244.0
40,WALEED AL SHARSHANI,5080,QAT,46.0,46.0,31.0,27.0,(52.0),48.0,47.0,34.0,(50.0),10.0,49.0,44.0,-,-,-,-,-,-,-,-,-,-,-,484.0,382.0
41,NETHRA KUMANAN,3635,IND,43.0,(48.0),46.0,41.0,(51.0),44.0,-,27.0,24.0,36.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,298.0,397.0
41,"DAVID MORI, JUSTIN BARNES",1061,,-,-,-,-,-,-,-,(26.0),13.0,22.0,25.0,21.0,22.0,3.0,14.0,14.0,21.0,(28.0),16.0,10.0,12.0,13.0,-,260.0,206.0
41,LUKE ELLIOTT,2961,AUS,3.0,19.0,(45.0),32.0,16.0,29.0,5.0,35.0,13.0,(50.0),28.0,39.0,38.0,-,-,-,-,-,-,-,-,-,-,352.0,257.0
41,JIANAN WU,2208,CHN,39.0,39.0,6.0,33.0,27.0,23.0,(49.0),(54.0),47.0,17.0,13.0,28.0,-,-,-,-,-,-,-,-,-,-,-,375.0,272.0
41,JUSTIN NORTON,2433,CAN,34.0,38.0,49.0,48.0,42.0,(51.0),33.0,(53.0),29.0,37.0,36.0,47.0,-,-,-,-,-,-,-,-,-,-,-,497.0,393.0
41,"ANNA LUSCHAN, EVA-, MARIA SCHIMAK",294,,-,-,-,-,-,-,-,19.0,16.0,(20.0),15.0,19.0,17.0,20.0,19.0,12.0,18.0,3.0,9.0,(20.0),11.0,-,-,218.0,178.0
41,PERNELLE MICHON,3962,FRA,(33.0),3.0,23.0,30.0,20.0,10.0,-,17.0,34.0,(38.0),37.0,31.0,-,-,-,-,-,-,-,-,-,-,-,276.0,205.0
42,MARIA ERDI,3118,HUN,18.0,23.0,5.0,14.0,25.0,(27.0),-,45.0,38.0,(51.0),36.0,14.0,-,-,-,-,-,-,-,-,-,-,-,296.0,218.0
42,HENRY WETHERELL,1884,GBR,14.0,15.0,8.0,13.0,17.0,16.0,(42.0),25.0,42.0,28.0,42.0,44.0,(47.0),-,-,-,-,-,-,-,-,-,-,353.0,264.0
42,YANIC GENTRY,5208,MEX,29.0,(49.0),38.0,6.0,39.0,25.0,38.0,9.0,20.0,(48.0),26.0,44.0,-,-,-,-,-,-,-,-,-,-,-,371.0,274.0
42,"THOMAS BARROWS III, JOSEPH MORRIS",4754,,-,-,-,-,-,-,-,21.0,14.0,(32.0),20.0,19.0,11.0,16.0,30.0,8.0,15.0,(16.0),8.0,16.0,16.0,16.0,-,258.0,210.0
42,CYRILL KNECHT,995,SUI,50.0,50.0,(54.0),40.0,45.0,43.0,35.0,25.0,24.0,(53.0),35.0,53.0,-,-,-,-,-,-,-,-,-,-,-,507.0,400.0
42,"ERI FUKASAWA, NORIKO OKUMA",1324,,-,-,-,-,-,-,-,(20.0),20.0,19.0,16.0,20.0,13.0,19.0,14.0,(20.0),16.0,16.0,18.0,8.0,13.0,-,-,232.0,192.0
42,SOPHIE-MARIE ERTELT,4558,GER,40.0,38.0,(45.0),43.0,40.0,43.0,-,26.0,40.0,34.0,(46.0),-,-,-,-,-,-,-,-,-,-,-,-,304.0,395.0
43,LAURA COSENTINO,2698,ITA,3.0,26.0,4.0,33.0,(51.0),6.0,-,50.0,49.0,44.0,(51.0),9.0,-,-,-,-,-,-,-,-,-,-,-,326.0,224.0
43,"SEBASTIEN SCHNEITER, LUCIEN CUJEAN",4420,SUI,-,-,-,-,-,-,-,23.0,(25.0),12.0,21.0,16.0,25.0,10.0,22.0,(21.0),8.0,18.0,9.0,19.0,13.0,15.0,-,257.0,211.0
43,JIAN QIAO,2205,CHN,25.0,29.0,18.0,24.0,26.0,43.0,(44.0),33.0,25.0,(54.0),29.0,23.0,-,-,-,-,-,-,-,-,-,-,-,373.0,275.0
43,FLORENCE ALLAN,1490,CAY,(44.0),39.0,27.0,44.0,43.0,31.0,-,(48.0),45.0,42.0,48.0,-,-,-,-,-,-,-,-,-,-,-,-,319.0,411.0
43,"VARSHA GAUTHAM, AISHWARYA CHEZHIYAN",4994,,-,-,-,-,-,-,-,21.0,21.0,23.0,21.0,18.0,(22.0),21.0,18.0,11.0,17.0,14.0,17.0,(20.0),20.0,-,-,264.0,222.0
43,JAMES ESPEY,2088,IRL,13.0,14.0,(40.0),12.0,3.0,34.0,9.0,20.0,46.0,39.0,(48.0),43.0,32.0,-,-,-,-,-,-,-,-,-,-,353.0,265.0
43,STEPHEN LONG,4609,USA,(49.0),47.0,(52.0),49.0,41.0,46.0,38.0,28.0,48.0,36.0,30.0,38.0,-,-,-,-,-,-,-,-,-,-,-,502.0,401.0
44,KELLY-ANN ARRINDELL,2535,TTO,42.0,46.0,30.0,42.0,(48.0),30.0,-,47.0,43.0,(51.0),45.0,-,-,-,-,-,-,-,-,-,-,-,-,325.0,424.0
44,"EKTA YADAV, SHAILA CHARLES",1224,,-,-,-,-,-,-,-,(23.0),22.0,21.0,22.0,21.0,23.0,23.0,20.0,(20.0),11.0,19.0,19.0,20.0,20.0,-,-,284.0,241.0
44,ANDREY QUINTERO,265,COL,19.0,20.0,24.0,(45.0),30.0,35.0,25.0,7.0,43.0,31.0,(48.0),45.0,-,-,-,-,-,-,-,-,-,-,-,372.0,279.0
44,"JUDGE RYAN, HANS HENKEN",2371,USA,-,-,-,-,-,-,-,22.0,1.0,(32.0),24.0,13.0,19.0,2.0,17.0,25.0,17.0,11.0,17.0,17.0,(27.0),26.0,-,270.0,211.0
44,MICHAEL BECKETT,3441,GBR,12.0,23.0,8.0,21.0,8.0,(44.0),32.0,27.0,22.0,48.0,31.0,35.0,(49.0),-,-,-,-,-,-,-,-,-,-,360.0,267.0
44,STEPHEN BOURDOW,4607,USA,42.0,44.0,42.0,30.0,24.0,(52.0),51.0,32.0,49.0,39.0,(53.0),53.0,-,-,-,-,-,-,-,-,-,-,-,511.0,406.0
44,CELINE THERESE HERUD,803,NOR,(47.0),19.0,2.0,39.0,13.0,15.0,-,(46.0),45.0,36.0,43.0,17.0,-,-,-,-,-,-,-,-,-,-,-,322.0,229.0
45,IDRIS BOUHADDA,1970,ALG,(49.0),49.0,(52.0),38.0,34.0,45.0,48.0,37.0,44.0,35.0,40.0,36.0,-,-,-,-,-,-,-,-,-,-,-,507.0,406.0
45,"FREDERICK STRAMMER, MICHAEL KUSCHNER",1555,,-,-,-,-,-,-,-,(32.0),20.0,27.0,25.0,18.0,22.0,20.0,17.0,11.0,5.0,17.0,5.0,12.0,(23.0),14.0,-,268.0,213.0
45,GEORGINA POVALL,1643,GBR,5.0,27.0,17.0,(36.0),21.0,19.0,-,37.0,40.0,33.0,30.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,316.0,229.0
45,STEFANO MARCIA,4590,RSA,(40.0),32.0,16.0,7.0,6.0,6.0,19.0,48.0,35.0,(49.0),32.0,41.0,29.0,-,-,-,-,-,-,-,-,-,-,360.0,271.0
45,KANAPAN PACHATIKAPANYA,2468,THA,32.0,(49.0),37.0,(49.0),42.0,34.0,-,46.0,46.0,41.0,47.0,-,-,-,-,-,-,-,-,-,-,-,-,325.0,423.0
45,EMIL CEDERGARDH,1278,SWE,23.0,28.0,12.0,26.0,19.0,26.0,(54.0),43.0,21.0,35.0,(54.0),49.0,-,-,-,-,-,-,-,-,-,-,-,390.0,282.0
46,KHAIRUNNEETA MOHD AFENDY,2556,MAS,(47.0),47.0,45.0,(48.0),39.0,45.0,-,38.0,38.0,32.0,42.0,-,-,-,-,-,-,-,-,-,-,-,-,326.0,421.0
46,MAITE CARLIER,3017,BEL,14.0,20.0,10.0,29.0,(39.0),22.0,-,(47.0),42.0,43.0,38.0,22.0,-,-,-,-,-,-,-,-,-,-,-,326.0,240.0
46,MICHAEL BULLOT,3442,NZL,6.0,7.0,(29.0),19.0,17.0,18.0,13.0,41.0,(54.0),41.0,46.0,29.0,34.0,-,-,-,-,-,-,-,-,-,-,354.0,271.0
46,ABDULLA JANAHI,5,BRN,42.0,45.0,44.0,46.0,(49.0),48.0,49.0,13.0,34.0,(53.0),50.0,45.0,-,-,-,-,-,-,-,-,-,-,-,518.0,416.0
46,"ISAAC , MCHARDIE, TRENT RIPPEY",2002,,-,-,-,-,-,-,-,28.0,(32.0),14.0,23.0,19.0,28.0,17.0,4.0,12.0,6.0,12.0,19.0,(21.0),19.0,20.0,-,274.0,221.0
46,JINFU ZHOU,2220,CHN,38.0,37.0,13.0,2.0,31.0,47.0,(54.0),40.0,46.0,28.0,10.0,(48.0),-,-,-,-,-,-,-,-,-,-,-,394.0,292.0
47,RICARDS ZVILNA,4144,LAT,(52.0),(52.0),44.0,39.0,47.0,51.0,48.0,41.0,51.0,38.0,31.0,32.0,-,-,-,-,-,-,-,-,-,-,-,526.0,422.0
47,ELIZABETH YIN,1256,SIN,30.0,6.0,5.0,32.0,(51.0),26.0,-,42.0,46.0,31.0,25.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,345.0,243.0
47,MARTIN EVANS,3229,GBR,3.0,4.0,30.0,13.0,(38.0),22.0,38.0,22.0,11.0,40.0,(54.0),45.0,52.0,-,-,-,-,-,-,-,-,-,-,372.0,280.0
47,HYEONSU YOON,1951,KOR,19.0,35.0,25.0,(52.0),(49.0),30.0,7.0,46.0,26.0,37.0,46.0,22.0,-,-,-,-,-,-,-,-,-,-,-,394.0,293.0
47,"CARLOS ROBLES LORENTE, GIACOMO CAVALLI",747,,-,-,-,-,-,-,-,20.0,13.0,8.0,26.0,(27.0),24.0,24.0,23.0,28.0,22.0,(36.0),1.0,15.0,10.0,11.0,-,288.0,225.0
47,CLAIRE MERRY,906,CAN,41.0,43.0,20.0,45.0,(47.0),25.0,-,(51.0),51.0,51.0,51.0,-,-,-,-,-,-,-,-,-,-,-,-,327.0,425.0
48,"ALEC ANDERSON, CHRISTOPHER BROCKBANK",84,,-,-,-,-,-,-,-,23.0,25.0,20.0,12.0,17.0,(27.0),18.0,8.0,18.0,(28.0),6.0,23.0,18.0,21.0,25.0,-,289.0,234.0
48,SHAHAR JACOB,4442,ISR,40.0,44.0,(48.0),25.0,7.0,31.0,24.0,41.0,24.0,(46.0),23.0,37.0,-,-,-,-,-,-,-,-,-,-,-,390.0,296.0
48,YORITOMO UEDA,5229,JPN,(51.0),51.0,46.0,42.0,37.0,36.0,50.0,40.0,52.0,(53.0),23.0,46.0,-,-,-,-,-,-,-,-,-,-,-,527.0,423.0
48,JUAN PABLO BISIO,2367,ARG,15.0,17.0,(45.0),7.0,39.0,25.0,4.0,3.0,31.0,52.0,52.0,(54.0),39.0,-,-,-,-,-,-,-,-,-,-,383.0,284.0
48,STEFANI MUZAKOVA,4584,BUL,39.0,41.0,39.0,46.0,40.0,(48.0),-,45.0,44.0,(51.0),43.0,-,-,-,-,-,-,-,-,-,-,-,-,337.0,436.0
48,JOYCE FLORIDIA,2351,ITA,24.0,23.0,19.0,8.0,23.0,(32.0),-,38.0,44.0,27.0,42.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,331.0,248.0
49,MICHAEL MCNEILL,3449,RSA,52.0,52.0,(53.0),(53.0),51.0,28.0,52.0,36.0,46.0,46.0,24.0,42.0,-,-,-,-,-,-,-,-,-,-,-,535.0,429.0
49,ADONIS BOUGIOURIS,22,GRE,9.0,11.0,(51.0),40.0,38.0,19.0,29.0,23.0,45.0,42.0,(54.0),54.0,-,-,-,-,-,-,-,-,-,-,-,415.0,310.0
49,TOM RAMSHAW,4866,CAN,10.0,20.0,10.0,18.0,(41.0),29.0,17.0,51.0,(54.0),15.0,44.0,54.0,17.0,-,-,-,-,-,-,-,-,-,-,380.0,285.0
49,MAUD JAYET,3347,SUI,17.0,15.0,26.0,18.0,26.0,(40.0),-,36.0,43.0,37.0,(47.0),37.0,-,-,-,-,-,-,-,-,-,-,-,342.0,255.0
49,KAORU ARAI,2471,JPN,(50.0),(49.0),48.0,48.0,44.0,47.0,-,44.0,37.0,38.0,44.0,-,-,-,-,-,-,-,-,-,-,-,-,350.0,449.0
49,"LEVI SLAP, MAX SLAP",2772,BEL,-,-,-,-,-,-,-,29.0,11.0,17.0,(32.0),24.0,16.0,24.0,24.0,19.0,19.0,(25.0),11.0,13.0,15.0,18.0,-,297.0,240.0
50,"SANTIAGO SILVEIRA, PHILIPP UMPIERRE",4333,,-,-,-,-,-,-,-,(32.0),27.0,26.0,20.0,15.0,8.0,9.0,22.0,(26.0),10.0,10.0,26.0,24.0,26.0,19.0,-,300.0,242.0
50,NIKOLA CHURKOSKI,3708,MKD,(50.0),48.0,48.0,49.0,(50.0),49.0,50.0,35.0,40.0,43.0,48.0,28.0,-,-,-,-,-,-,-,-,-,-,-,538.0,438.0
50,BALAZS TOMAI,437,HUN,20.0,20.0,(43.0),1.0,15.0,35.0,15.0,37.0,48.0,43.0,41.0,(50.0),12.0,-,-,-,-,-,-,-,-,-,-,380.0,287.0
50,MAXIM NIKOLAEV,3372,RUS,22.0,33.0,27.0,41.0,8.0,(47.0),37.0,(54.0),37.0,24.0,47.0,43.0,-,-,-,-,-,-,-,-,-,-,-,420.0,319.0
50,MIN GU,3497,CHN,7.0,21.0,1.0,23.0,(27.0),17.0,-,48.0,48.0,46.0,46.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,335.0,257.0
50,TIRIL BUE,4830,NOR,(51.0),(51.0),51.0,51.0,51.0,51.0,-,51.0,51.0,51.0,51.0,-,-,-,-,-,-,-,-,-,-,-,-,408.0,510.0
51,"GANAPATHY KELAPANDA, VARUN THAKKAR",1606,,-,-,-,-,-,-,-,13.0,19.0,19.0,(22.0),20.0,12.0,11.0,19.0,22.0,(31.0),13.0,28.0,22.0,24.0,23.0,-,298.0,245.0
51,JEREMY O'CONNELL,2183,AUS,12.0,10.0,33.0,14.0,23.0,16.0,(40.0),(54.0),44.0,18.0,34.0,46.0,37.0,-,-,-,-,-,-,-,-,-,-,381.0,287.0
51,KENJI NANRI,2538,JPN,(36.0),35.0,26.0,24.0,28.0,15.0,18.0,48.0,42.0,(51.0),40.0,47.0,-,-,-,-,-,-,-,-,-,-,-,410.0,323.0
51,SHERIF MANSOUR,4455,EGY,48.0,50.0,50.0,(51.0),44.0,(52.0),43.0,38.0,36.0,44.0,45.0,49.0,-,-,-,-,-,-,-,-,-,-,-,550.0,447.0
52,MILIVOJ DUKIC,3492,MNE,(31.0),18.0,15.0,17.0,4.0,8.0,23.0,31.0,45.0,44.0,39.0,(49.0),45.0,-,-,-,-,-,-,-,-,-,-,369.0,289.0
52,PABLO BERTRAN,3850,CAY,51.0,(53.0),41.0,50.0,37.0,49.0,(52.0),39.0,47.0,40.0,47.0,48.0,-,-,-,-,-,-,-,-,-,-,-,554.0,449.0
52,ONUR BILGEN,3825,TUR,30.0,22.0,30.0,(49.0),17.0,43.0,22.0,49.0,40.0,(50.0),33.0,38.0,-,-,-,-,-,-,-,-,-,-,-,423.0,324.0
52,"GRAEME WILLCOX, ANDREW TARBOTON",1715,,-,-,-,-,-,-,-,26.0,23.0,21.0,8.0,22.0,26.0,(28.0),23.0,1.0,(29.0),15.0,24.0,25.0,18.0,17.0,-,306.0,249.0
53,MARCO GALLO,3086,ITA,4.0,17.0,34.0,(46.0),27.0,10.0,3.0,(54.0),54.0,29.0,49.0,47.0,51.0,-,-,-,-,-,-,-,-,-,-,425.0,325.0
53,EVANGELOS CHIMONAS,1375,GRE,23.0,21.0,27.0,11.0,(50.0),41.0,41.0,32.0,48.0,33.0,(54.0),54.0,-,-,-,-,-,-,-,-,-,-,-,435.0,331.0
53,"MARKUS SOMERVILLE, AARON HUME-MERRY",3195,,-,-,-,-,-,-,-,9.0,5.0,9.0,24.0,25.0,17.0,(30.0),21.0,(36.0),9.0,14.0,36.0,36.0,36.0,36.0,-,343.0,277.0
54,"GASTON TERRAB, FEDERICO GARCIA",1618,,-,-,-,-,-,-,-,19.0,21.0,23.0,22.0,29.0,(32.0),22.0,6.0,27.0,30.0,19.0,13.0,20.0,(36.0),36.0,-,355.0,287.0
55,"JUSTUS SCHMIDT, JUSTUS SCHMIDT, MAX BOEHME",2438,,-,-,-,-,-,-,-,15.0,10.0,(23.0),16.0,1.0,14.0,23.0,12.0,(36.0),36.0,36.0,36.0,36.0,36.0,36.0,-,366.0,307.0
56,"STEPHEN MORRISON, ED POWYS",4610,,-,-,-,-,-,-,-,6.0,(26.0),13.0,9.0,25.0,9.0,26.0,4.0,(36.0),36.0,36.0,36.0,36.0,36.0,36.0,-,370.0,308.0
57,"BONGJIN CHAE, DONGWOOK KIM",613,,-,-,-,-,-,-,-,19.0,22.0,22.0,(32.0),26.0,19.0,17.0,15.0,(36.0),16.0,20.0,36.0,36.0,36.0,36.0,-,388.0,320.0
58,"MARTIN EDUARDO CUBRIA, EDUARDO ANDRES LOPEZ SEGURA",3228,,-,-,-,-,-,-,-,(32.0),8.0,28.0,32.0,32.0,18.0,25.0,31.0,(36.0),25.0,22.0,18.0,26.0,25.0,36.0,-,394.0,326.0
59,"AMAN MOHAN VYAS, SHUBHAM PILLAI",178,,-,-,-,-,-,-,-,24.0,27.0,24.0,23.0,23.0,28.0,(29.0),27.0,(36.0),27.0,29.0,29.0,36.0,36.0,36.0,-,434.0,369.0
60,"INSUB KIM, KWON JINKYUNG",1995,,-,-,-,-,-,-,-,12.0,29.0,29.0,27.0,21.0,(31.0),28.0,28.0,(36.0),36.0,36.0,36.0,36.0,36.0,36.0,-,457.0,390.0
61,"LOGAN DUNNING BECK, JACK SIMPSON",2859,,-,-,-,-,-,-,-,(32.0),32.0,32.0,32.0,32.0,30.0,30.0,29.0,13.0,(36.0),36.0,36.0,36.0,36.0,36.0,-,478.0,410.0
