Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,Total,Nett
1,"PETER BURLING, BLAIR TUKE",3968,,-,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,(11.0),4.0,(20.0),2.0,2.0,3.0,12.0,6.0,71.0,40.0
1,GUILLAUME GIROD,1747,SUI,24.0,(42.0),23.0,24.0,20.0,27.0,36.0,(39.0),7.0,1.0,3.0,2.0,3.0,-,-,-,-,-,-,-,-,-,-,-,251.0,170.0
1,NICK THOMPSON,3653,GBR,1.0,1.0,5.0,(13.0),1.0,2.0,2.0,4.0,7.0,18.0,10.0,1.0,(41.0),9.0,-,-,-,-,-,-,-,-,-,-,115.0,61.0
1,ALISON YOUNG,163,GBR,(11.0),1.0,7.0,6.0,2.0,4.0,3.0,-,3.0,1.0,9.0,(33.0),5.0,1.0,-,-,-,-,-,-,-,-,-,-,86.0,42.0
1,"TAMARA ECHEGOYEN, BERTA BETANZOS",4677,,-,-,-,-,-,-,-,-,2.0,12.0,5.0,(13.0),8.0,1.0,1.0,1.0,2.0,1.0,3.0,10.0,(17.0),2.0,14.0,-,92.0,62.0
1,SILVIA ZENNARO,4489,ITA,23.0,(24.0),21.0,(27.0),9.0,8.0,11.0,-,3.0,3.0,1.0,15.0,2.0,1.0,-,-,-,-,-,-,-,-,-,-,148.0,97.0
2,PAIGE RAILEY,3859,USA,(9.0),3.0,4.0,3.0,1.0,1.0,7.0,-,(9.0),5.0,2.0,5.0,6.0,6.0,-,-,-,-,-,-,-,-,-,-,61.0,43.0
2,"MAIKEN FOGHT SCHUTT, ANNE-, JULIE SCHUTT",3012,,-,-,-,-,-,-,-,-,1.0,9.0,4.0,4.0,2.0,4.0,12.0,(14.0),5.0,2.0,(20.0),7.0,7.0,8.0,10.0,-,109.0,75.0
2,JEAN-BAPTISTE BERNAZ,2157,FRA,(7.0),2.0,4.0,2.0,2.0,3.0,5.0,3.0,(22.0),6.0,15.0,11.0,5.0,15.0,-,-,-,-,-,-,-,-,-,-,102.0,73.0
2,BENJAMIN VADNAI,520,HUN,(33.0),27.0,(34.0),33.0,22.0,22.0,27.0,11.0,2.0,8.0,13.0,1.0,19.0,-,-,-,-,-,-,-,-,-,-,-,252.0,185.0
2,"NICO LUCA MARC DELLE KARTH, NIKOLAUS LEOPOLD RESCH",3665,,-,-,-,-,-,-,-,-,10.0,16.0,2.0,1.0,(22.0),3.0,7.0,1.0,7.0,5.0,8.0,5.0,5.0,7.0,(15.0),4.0,118.0,81.0
2,AGATA BARWINSKA,29,POL,(32.0),(28.0),22.0,11.0,20.0,7.0,9.0,-,1.0,12.0,7.0,5.0,4.0,5.0,-,-,-,-,-,-,-,-,-,-,163.0,103.0
3,"DYLAN FLETCHE, R-SCOTT, ALAIN SIGN",1188,,-,-,-,-,-,-,-,-,5.0,10.0,4.0,2.0,7.0,6.0,19.0,(23.0),4.0,3.0,9.0,4.0,6.0,(12.0),7.0,2.0,123.0,88.0
3,RUTGER VAN SCHAARDENBURG,4252,NED,(22.0),12.0,7.0,9.0,(16.0),6.0,12.0,6.0,6.0,3.0,8.0,15.0,3.0,1.0,-,-,-,-,-,-,-,-,-,-,126.0,88.0
3,ANNE-MARIE RINDOM,319,DEN,(27.0),6.0,3.0,5.0,4.0,2.0,(8.0),-,6.0,3.0,4.0,8.0,4.0,5.0,-,-,-,-,-,-,-,-,-,-,85.0,50.0
3,ANNALISE MURPHY,313,IRL,(34.0),7.0,(26.0),25.0,5.0,8.0,25.0,-,5.0,1.0,2.0,19.0,11.0,3.0,-,-,-,-,-,-,-,-,-,-,171.0,111.0
3,FRANCISCO RENNA,1533,ARG,24.0,23.0,(40.0),32.0,(37.0),27.0,24.0,13.0,5.0,3.0,10.0,8.0,17.0,-,-,-,-,-,-,-,-,-,-,-,263.0,186.0
3,"VICTORIA JURCZOK, ANIKA LORENZ",5029,GER,-,-,-,-,-,-,-,-,7.0,1.0,1.0,2.0,5.0,(9.0),9.0,2.0,(18.0),14.0,12.0,9.0,3.0,3.0,8.0,-,103.0,76.0
4,MATTHEW WEARN,3336,AUS,4.0,3.0,2.0,4.0,5.0,11.0,(18.0),12.0,2.0,10.0,12.0,19.0,6.0,(39.0),-,-,-,-,-,-,-,-,-,-,147.0,90.0
4,YOUSSEF AKROUT,5232,TUN,34.0,(38.0),31.0,37.0,26.0,11.0,8.0,(42.0),13.0,16.0,2.0,6.0,13.0,-,-,-,-,-,-,-,-,-,-,-,277.0,197.0
4,"ANNEMIEK BEKKERING, ANNETTE DUETZ",321,NED,-,-,-,-,-,-,-,-,1.0,(10.0),1.0,10.0,8.0,2.0,6.0,7.0,(15.0),4.0,6.0,6.0,12.0,10.0,4.0,-,102.0,77.0
4,MARIT BOUWMEESTER,3179,NED,(17.0),1.0,1.0,1.0,1.0,3.0,2.0,-,17.0,2.0,6.0,17.0,(19.0),3.0,-,-,-,-,-,-,-,-,-,-,90.0,54.0
4,"TOMASZ JANUSZEWSKI, JACEK NOWAK",4894,,-,-,-,-,-,-,-,-,3.0,4.0,11.0,2.0,20.0,4.0,(24.0),4.0,2.0,9.0,13.0,(19.0),7.0,4.0,2.0,10.0,138.0,95.0
4,ELIZABETH YIN,1256,SIN,12.0,20.0,18.0,6.0,16.0,(21.0),21.0,-,6.0,8.0,(36.0),13.0,3.0,4.0,-,-,-,-,-,-,-,-,-,-,184.0,127.0
5,"GIULIA CONTI, FRANCESCA CLAPCICH",1686,,-,-,-,-,-,-,-,-,12.0,1.0,(13.0),3.0,10.0,4.0,2.0,4.0,7.0,7.0,4.0,4.0,1.0,(18.0),20.0,-,110.0,79.0
5,GINTARE VOLUNGEVICIUTE SCHEIDT,1671,LTU,8.0,2.0,4.0,2.0,6.0,(9.0),2.0,-,1.0,18.0,5.0,19.0,1.0,(25.0),-,-,-,-,-,-,-,-,-,-,102.0,68.0
5,DONGSHUANG ZHANG,1170,CHN,11.0,12.0,21.0,9.0,(28.0),(27.0),14.0,-,13.0,18.0,5.0,10.0,10.0,12.0,-,-,-,-,-,-,-,-,-,-,190.0,135.0
5,MARCO GALLO,3086,ITA,(22.0),5.0,1.0,14.0,5.0,8.0,11.0,2.0,(50.0),14.0,14.0,5.0,12.0,2.0,-,-,-,-,-,-,-,-,-,-,165.0,93.0
5,ALP RONA RODOPMAN,172,TUR,28.0,(39.0),32.0,26.0,(44.0),36.0,9.0,22.0,12.0,28.0,5.0,3.0,10.0,-,-,-,-,-,-,-,-,-,-,-,294.0,211.0
5,"JONAS WARRER, ANDERS THOMSEN",2293,,-,-,-,-,-,-,-,-,1.0,11.0,(14.0),6.0,5.0,5.0,5.0,14.0,5.0,1.0,7.0,9.0,(17.0),11.0,5.0,14.0,130.0,99.0
6,ERIKA REINEKE,1342,USA,3.0,2.0,3.0,3.0,7.0,(37.0),5.0,-,18.0,(25.0),7.0,21.0,11.0,4.0,-,-,-,-,-,-,-,-,-,-,146.0,84.0
6,LENA HAVERLAND,2739,GER,24.0,6.0,(27.0),12.0,25.0,18.0,17.0,-,18.0,7.0,8.0,(36.0),1.0,10.0,-,-,-,-,-,-,-,-,-,-,209.0,146.0
6,TOM BURTON,4855,AUS,16.0,(18.0),6.0,5.0,4.0,1.0,4.0,6.0,4.0,21.0,(24.0),12.0,16.0,6.0,-,-,-,-,-,-,-,-,-,-,143.0,101.0
6,"MARTINE GRAEL, KAHENA KUNZE",3243,BRA,-,-,-,-,-,-,-,-,5.0,2.0,2.0,(13.0),9.0,1.0,8.0,1.0,12.0,3.0,2.0,(18.0),16.0,6.0,16.0,-,114.0,83.0
6,STEFANO PESCHIERA,4591,PER,(57.0),33.0,(40.0),36.0,11.0,28.0,35.0,14.0,25.0,12.0,1.0,17.0,7.0,-,-,-,-,-,-,-,-,-,-,-,316.0,219.0
6,"NATHAN OUTTERIDGE, IAIN JENSEN",3617,AUS,-,-,-,-,-,-,-,-,15.0,2.0,1.0,3.0,4.0,7.0,(18.0),6.0,1.0,13.0,11.0,(14.0),4.0,9.0,1.0,22.0,131.0,99.0
7,LIJIA XU,2797,CHN,1.0,8.0,(19.0),4.0,7.0,17.0,1.0,-,16.0,9.0,(25.0),23.0,2.0,2.0,-,-,-,-,-,-,-,-,-,-,134.0,90.0
7,AOIFE HOPKINS,350,IRL,(33.0),16.0,6.0,26.0,22.0,(28.0),15.0,-,12.0,9.0,4.0,20.0,5.0,11.0,-,-,-,-,-,-,-,-,-,-,207.0,146.0
7,TONCI STIPANOVIC,4903,CRO,1.0,4.0,1.0,7.0,2.0,14.0,8.0,(25.0),20.0,24.0,13.0,17.0,7.0,(33.0),-,-,-,-,-,-,-,-,-,-,176.0,118.0
7,"JENA MAI HANSEN, KATJA SALSKOV-IVERSEN",2166,DEN,-,-,-,-,-,-,-,-,5.0,15.0,(22.0),9.0,3.0,8.0,2.0,6.0,6.0,10.0,10.0,8.0,2.0,(13.0),2.0,-,121.0,86.0
7,EMIL BENGTSON,1277,SWE,38.0,25.0,19.0,(39.0),(40.0),30.0,20.0,32.0,1.0,18.0,11.0,10.0,21.0,-,-,-,-,-,-,-,-,-,-,-,304.0,225.0
7,"JOHN PINK, STUART BITHELL",2282,,-,-,-,-,-,-,-,-,2.0,6.0,6.0,5.0,2.0,1.0,(17.0),13.0,14.0,12.0,(21.0),13.0,3.0,13.0,10.0,8.0,146.0,108.0
