Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
ALCALAY Yogev,6,Ilca 7,(63.0 ret),B,26,,353.0,227.0,European Championship 2023 - Bronze Fleet,Q3
MICHALAK Milosz,6,Ilca 7,(51.0),B,27,,325.0,227.0,European Championship 2023 - Bronze Fleet,Q3
BROWN Alastair,6,Ilca 7,45.0,B,28,,345.0,240.0,European Championship 2023 - Bronze Fleet,Q3
LIBRI Edoardo,6,Ilca 7,46.0,B,29,,360.0,243.0,European Championship 2023 - Bronze Fleet,Q3
KOWALSKI Caspar,6,Ilca 7,(55.0),B,30,,359.0,246.0,European Championship 2023 - Bronze Fleet,Q3
MOHRING Christoph,6,Ilca 7,(52.0),B,31,,350.0,247.0,European Championship 2023 - Bronze Fleet,Q3
FRACASSI Alessandro,6,Ilca 7,(54.0),B,32,,348.0,251.0,European Championship 2023 - Bronze Fleet,Q3
BEKS Stijn,6,Ilca 7,51.0,B,33,,370.0,256.0,European Championship 2023 - Bronze Fleet,Q3
VAN ROOMEN Timo,6,Ilca 7,41.0,B,34,,363.0,258.0,European Championship 2023 - Bronze Fleet,Q3
DEN TEX Cornelis,6,Ilca 7,(63.0 ufd),B,35,,384.0,262.0,European Championship 2023 - Bronze Fleet,Q3
VERON Paul,6,Ilca 7,(63.0 DNC),B,36,,402.0,276.0,European Championship 2023 - Bronze Fleet,Q3
DE PAULI Giovanni,6,Ilca 7,(50.0),B,37,,381.0,278.0,European Championship 2023 - Bronze Fleet,Q3
SECHI Claudio,6,Ilca 7,(59.0),B,38,,435.0,318.0,European Championship 2023 - Bronze Fleet,Q3
ROSZYK Hubert,6,Ilca 7,47.0,B,39,,432.0,322.0,European Championship 2023 - Bronze Fleet,Q3
VASZI Mikulas,6,Ilca 7,(58.0),B,40,,441.0,329.0,European Championship 2023 - Bronze Fleet,Q3
KRONEGGER Paul,6,Ilca 7,51.0,B,41,,449.0,330.0,European Championship 2023 - Bronze Fleet,Q3
KOOSER Bo Aaron,6,Ilca 7,(53.0),B,42,,450.0,334.0,European Championship 2023 - Bronze Fleet,Q3
MARINI Marco,6,Ilca 7,49.0,B,43,,444.0,334.0,European Championship 2023 - Bronze Fleet,Q3
MIGLIACCIO Lorenzo,6,Ilca 7,53.0,B,44,,463.0,350.0,European Championship 2023 - Bronze Fleet,Q3
GARCIA Pedro,6,Ilca 7,(54.0),B,45,,478.0,361.0,European Championship 2023 - Bronze Fleet,Q3
ARTIUKH Nazar,6,Ilca 7,52.0,B,46,,492.0,375.0,European Championship 2023 - Bronze Fleet,Q3
CASALINS DONOSO Javier,6,Ilca 7,57.0,B,47,,504.0,381.0,European Championship 2023 - Bronze Fleet,Q3
BLAKE Jamie,6,Ilca 7,(57.0),B,48,,498.0,381.0,European Championship 2023 - Bronze Fleet,Q3
LIPCHENKO Andrii,6,Ilca 7,55.0,B,49,,503.0,381.0,European Championship 2023 - Bronze Fleet,Q3
CASTELLI Alessandro,6,Ilca 7,(63.0 ret),B,50,,508.0,382.0,European Championship 2023 - Bronze Fleet,Q3
ARVEDI Ferruccio,6,Ilca 7,(60.0),B,51,,514.0,395.0,European Championship 2023 - Bronze Fleet,Q3
HIMMEL Jiri,6,Ilca 7,(57.0),B,52,,524.0,404.0,European Championship 2023 - Bronze Fleet,Q3
EASTMAN PEREZ John Eric,6,Ilca 7,61.0,B,53,,536.0,410.0,European Championship 2023 - Bronze Fleet,Q3
HEINISCH Amir,6,Ilca 7,56.0,B,54,,540.0,417.0,European Championship 2023 - Bronze Fleet,Q3
